uniprotIdA,uniprotIdB,entrezGeneIdA,entrezGeneIdB,ensemblIdA,ensemblIdB,hgncSymbolA,hgncSymbolB,detectionMethod,interactionType,pubmedId,throughput,reliabilityScore
Q15542,Q16594,6877,6880,ENSG00000148835,ENSG00000273841,TAF5,TAF9,pull down,physical association,23292512,small scale,0.37
O00268,Q16594,6874,6880,ENSG00000130699,ENSG00000273841,TAF4,TAF9,pull down,physical association,23292512,small scale,0.37
Q16514,Q16594,6883,6880,ENSG00000120656,ENSG00000273841,TAF12,TAF9,pull down,physical association,23292512,small scale,0.37
Q16594,Q7Z7C8,6880,129685,ENSG00000273841,ENSG00000137413,TAF9,TAF8,pull down,physical association,23292512,small scale,0.37
Q12962,Q16594,6881,6880,ENSG00000166337,ENSG00000273841,TAF10,TAF9,pull down,physical association,23292512,small scale,0.37
P21675,Q12962,6872,6881,ENSG00000147133,ENSG00000166337,TAF1,TAF10,anti bait coimmunoprecipitation,physical association,23292512,small scale,0.37
O00268,Q12962,6874,6881,ENSG00000130699,ENSG00000166337,TAF4,TAF10,anti bait coimmunoprecipitation,physical association,23292512,small scale,0.37
O95166,Q15154,11337,5108,ENSG00000170296,ENSG00000078674,GABARAP,PCM1,tandem affinity purification,physical association,24089205,small scale,0.37
P60520,Q15154,11345,5108,ENSG00000034713,ENSG00000078674,GABARAPL2,PCM1,tandem affinity purification,physical association,24089205,small scale,0.37
Q13535,Q8TDG4,545,113510,ENSG00000175054,ENSG00000163312,ATR,HELQ,anti tag coimmunoprecipitation,physical association,24005329,small scale,0.37
P27694,Q8TDG4,6117,113510,ENSG00000132383,ENSG00000163312,RPA1,HELQ,anti tag coimmunoprecipitation,physical association,24005329,small scale,0.37
O15315,Q8TDG4,5890,113510,ENSG00000182185,ENSG00000163312,RAD51B,HELQ,anti tag coimmunoprecipitation,physical association,24005329,small scale,0.37
O75771,Q8TDG4,5892,113510,ENSG00000185379,ENSG00000163312,RAD51D,HELQ,anti tag coimmunoprecipitation,physical association,24005329,small scale,0.37
O43543,Q8TDG4,7516,113510,ENSG00000196584,ENSG00000163312,XRCC2,HELQ,anti tag coimmunoprecipitation,physical association,24005329,small scale,0.37
Q8TDG4,Q9BXW9,113510,2177,ENSG00000163312,ENSG00000144554,HELQ,FANCD2,anti tag coimmunoprecipitation,physical association,24005329,small scale,0.37
Q8TDG4,Q9NVI1,113510,55215,ENSG00000163312,ENSG00000140525,HELQ,FANCI,anti tag coimmunoprecipitation,physical association,24005329,small scale,0.37
P09619,Q9NRA1,5159,56034,ENSG00000113721,ENSG00000145431,PDGFRB,PDGFC,cross-linking study,physical association,11297552,small scale,0.37
P51449,Q9BZS1,6097,50943,ENSG00000143365,ENSG00000049768,RORC,FOXP3,anti tag coimmunoprecipitation,physical association,18368049,small scale,0.37
P62988,Q16186,,11047,,ENSG00000130706,,ADRM1,classical fluorescence spectroscopy|nuclear magnetic resonance|two hybrid,direct interaction|physical association,18497817|18497827,small scale,0.58
P54725,Q16186,5886,11047,ENSG00000179262,ENSG00000130706,RAD23A,ADRM1,nuclear magnetic resonance,direct interaction,18497817,small scale,0.4
P35637,Q92993,2521,10524,ENSG00000089280,ENSG00000172977,FUS,KAT5,anti tag coimmunoprecipitation|pull down,physical association,18509338,small scale,0.42
P35637,Q09472,2521,2033,ENSG00000089280,ENSG00000100393,FUS,EP300,pull down|anti bait coimmunoprecipitation|anti tag coimmunoprecipitation,physical association,18509338,small scale,0.45
Q01844,Q92993,2130,10524,ENSG00000182944,ENSG00000172977,EWSR1,KAT5,pull down|anti tag coimmunoprecipitation,physical association,18509338,small scale,0.42
Q92804,Q92993,8148,10524,ENSG00000270647,ENSG00000172977,TAF15,KAT5,anti tag coimmunoprecipitation|pull down,physical association,18509338,small scale,0.42
Q09472,Q92804,2033,8148,ENSG00000100393,ENSG00000270647,EP300,TAF15,pull down,physical association,18509338,small scale,0.37
Q01844,Q09472,2130,2033,ENSG00000182944,ENSG00000100393,EWSR1,EP300,pull down,physical association,18509338,small scale,0.37
O75581,P22692,4040,3487,ENSG00000070018,ENSG00000141753,LRP6,IGFBP4,anti tag coimmunoprecipitation,physical association,18528331,small scale,0.37
P04637,P49757,7157,8650,ENSG00000141510,ENSG00000133961,TP53,NUMB,pull down|anti bait coimmunoprecipitation|anti tag coimmunoprecipitation,direct interaction|physical association,18172499,small scale,0.53
Q7Z434,Q86UT6,57506,79671,ENSG00000088888,ENSG00000160703,MAVS,NLRX1,anti bait coimmunoprecipitation|anti tag coimmunoprecipitation,physical association,18200010,small scale,0.42
Q99755,Q9H6E5,8394,64852,ENSG00000143398,ENSG00000149016,PIP5K1A,TUT1,two hybrid|pull down|anti bait coimmunoprecipitation|anti tag coimmunoprecipitation,physical association|direct interaction,18288197,small scale,0.54
Q13127,Q9Y297,5978,8945,ENSG00000084093,ENSG00000166167,REST,BTRC,anti bait coimmunoprecipitation|anti tag coimmunoprecipitation|pull down,physical association|direct interaction,18354482|18354483,small scale,0.59
P62988,Q13127,,5978,,ENSG00000084093,,REST,anti tag coimmunoprecipitation,physical association,18354483,small scale,0.37
Q13127,Q9UKB1,5978,23291,ENSG00000084093,ENSG00000072803,REST,FBXW11,pull down|anti tag coimmunoprecipitation|anti bait coimmunoprecipitation,physical association,18354483|18354482,small scale,0.51
P54253,Q96I25,6310,84991,ENSG00000124788,ENSG00000134453,ATXN1,RBM17,anti tag coimmunoprecipitation|pull down|two hybrid,physical association,18337722,small scale,0.44
P45973,Q5FBB7,23468,151648,ENSG00000094916,ENSG00000129810,CBX5,SGO1,two hybrid|anti bait coimmunoprecipitation,physical association,18716626,small scale,0.41
P83916,Q5FBB7,10951,151648,ENSG00000108468,ENSG00000129810,CBX1,SGO1,two hybrid,physical association,18716626,small scale,0.34
Q13185,Q5FBB7,11335,151648,ENSG00000122565,ENSG00000129810,CBX3,SGO1,two hybrid,physical association,18716626,small scale,0.34
P43308,Q86WV6,6746,340061,ENSG00000163479,ENSG00000184584,SSR2,STING1,two hybrid|anti tag coimmunoprecipitation,physical association,18724357,small scale,0.41
O95786,Q86WV6,23586,340061,ENSG00000107201,ENSG00000184584,DDX58,STING1,anti bait coimmunoprecipitation|anti tag coimmunoprecipitation,physical association,18724357,small scale,0.42
Q92797,Q9H6E5,8189,64852,ENSG00000125755,ENSG00000149016,SYMPK,TUT1,anti bait coimmunoprecipitation|anti tag coimmunoprecipitation,physical association,18288197,small scale,0.42
P51003,Q9P2I0,10914,53981,ENSG00000090060,ENSG00000165934,PAPOLA,CPSF2,anti tag coimmunoprecipitation,physical association,18288197,small scale,0.37
P51003,Q9UKF6,10914,51692,ENSG00000090060,ENSG00000119203,PAPOLA,CPSF3,anti tag coimmunoprecipitation,physical association,18288197,small scale,0.37
Q9H6E5,Q9P2I0,64852,53981,ENSG00000149016,ENSG00000165934,TUT1,CPSF2,anti tag coimmunoprecipitation,physical association,18288197,small scale,0.37
Q9H6E5,Q9UKF6,64852,51692,ENSG00000149016,ENSG00000119203,TUT1,CPSF3,anti tag coimmunoprecipitation|anti bait coimmunoprecipitation,physical association,18288197,small scale,0.42
P33240,Q9H6E5,1478,64852,ENSG00000101811,ENSG00000149016,CSTF2,TUT1,anti tag coimmunoprecipitation,physical association,18288197,small scale,0.37
P60468,Q86WV6,10952,340061,ENSG00000106803,ENSG00000184584,SEC61B,STING1,anti tag coimmunoprecipitation,physical association,18724357,small scale,0.37
P43308,P60468,6746,10952,ENSG00000163479,ENSG00000106803,SSR2,SEC61B,anti tag coimmunoprecipitation,physical association,18724357,small scale,0.37
P51003,Q92797,10914,8189,ENSG00000090060,ENSG00000125755,PAPOLA,SYMPK,anti tag coimmunoprecipitation,physical association,18288197,small scale,0.37
Q96T58,Q9Y618,23013,9612,ENSG00000065526,ENSG00000196498,SPEN,NCOR2,nuclear magnetic resonance|surface plasmon resonance|isothermal titration calorimetry,direct interaction,24268649,small scale,0.49
O75143,Q9BXW4,9776,440738,ENSG00000175224,ENSG00000197769,ATG13,MAP1LC3C,pull down|two hybrid|surface plasmon resonance,physical association|direct interaction,24290141,small scale,0.52
O75143,Q9BSB4,9776,60673,ENSG00000175224,ENSG00000123395,ATG13,ATG101,pull down|molecular sieving|x-ray crystallography|ion exchange chromatography|two hybrid,physical association|direct interaction,26299944|24290141,small scale,0.62
O75143,O95166,9776,11337,ENSG00000175224,ENSG00000170296,ATG13,GABARAP,two hybrid,physical association,24290141,small scale,0.34
O75143,Q9H492,9776,84557,ENSG00000175224,ENSG00000101460,ATG13,MAP1LC3A,surface plasmon resonance|pull down|two hybrid,direct interaction|physical association,24290141,small scale,0.52
O75143,Q9GZQ8,9776,81631,ENSG00000175224,ENSG00000140941,ATG13,MAP1LC3B,pull down|surface plasmon resonance,direct interaction|physical association,24290141,small scale,0.5
O00401,Q6XZF7,8976,23268,ENSG00000106299,ENSG00000107554,WASL,DNMBP,x-ray crystallography|isothermal titration calorimetry,direct interaction,24332715,small scale,0.46
P62805,Q92793,121504,1387,ENSG00000274618,ENSG00000005339,H4-16,CREBBP,x-ray crystallography|classical fluorescence spectroscopy|nuclear magnetic resonance,direct interaction,24361270,small scale,0.49
O60885,P62805,23476,121504,ENSG00000141867,ENSG00000274618,BRD4,H4-16,classical fluorescence spectroscopy,direct interaction,24361270,small scale,0.4
Q9NPD8,Q9NW38,29089,55120,ENSG00000077152,ENSG00000115392,UBE2T,FANCL,molecular sieving|comigration in non denaturing gel electrophoresis,direct interaction,24389026,small scale,0.46
P24941,Q9UQR0,1017,10389,ENSG00000123374,ENSG00000102098,CDK2,SCML2,anti bait coimmunoprecipitation|pull down,physical association,24358021,small scale,0.42
P38936,Q9UQR0,1026,10389,ENSG00000124762,ENSG00000102098,CDKN1A,SCML2,pull down,direct interaction|physical association,24358021,small scale,0.44
P46527,Q9UQR0,1027,10389,ENSG00000111276,ENSG00000102098,CDKN1B,SCML2,anti bait coimmunoprecipitation,physical association,24358021,small scale,0.37
P04637,Q6NYC1,7157,23210,ENSG00000141510,ENSG00000070495,TP53,JMJD6,hydroxylase assay|pull down|anti bait coimmunoprecipitation|anti tag coimmunoprecipitation,hydroxylation reaction|direct interaction|physical association,24667498,small scale,0.55
P17861,Q16665,7494,3091,ENSG00000100219,ENSG00000100644,XBP1,HIF1A,pull down|anti bait coimmunoprecipitation|anti tag coimmunoprecipitation,physical association,24670641,small scale,0.45
O15144,Q8TEW0,10109,56288,ENSG00000163466,ENSG00000148498,ARPC2,PARD3,anti bait coimmunoprecipitation,physical association,23263278,small scale,0.37
Q12929,Q969U6,2059,54461,ENSG00000151491,ENSG00000159069,EPS8,FBXW5,anti bait coimmunoprecipitation|anti tag coimmunoprecipitation,physical association,23314863,small scale,0.42
Q16531,Q969U6,1642,54461,ENSG00000167986,ENSG00000159069,DDB1,FBXW5,anti tag coimmunoprecipitation,physical association,23314863,small scale,0.37
Q9UKT4,Q9UM13,26271,10393,ENSG00000112029,ENSG00000164162,FBXO5,ANAPC10,pull down,direct interaction,23708001,small scale,0.4
Q9UJX6,Q9UKT4,29882,26271,ENSG00000176248,ENSG00000112029,ANAPC2,FBXO5,pull down,direct interaction|physical association,23708001,small scale,0.44
Q16763,Q9UJX6,27338,29882,ENSG00000108106,ENSG00000176248,UBE2S,ANAPC2,pull down,direct interaction|physical association,23708001,small scale,0.44
O00429,Q07817,10059,598,ENSG00000087470,ENSG00000171552,DNM1L,BCL2L1,anti tag coimmunoprecipitation,physical association,23792689,small scale,0.37
O95863,P28482,6615,5594,ENSG00000124216,ENSG00000100030,SNAI1,MAPK1,anti bait coimmunoprecipitation,physical association,23644467,small scale,0.37
O15078,Q5TB80,80184,22832,ENSG00000198707,ENSG00000135315,CEP290,CEP162,anti bait coimmunoprecipitation|anti tag coimmunoprecipitation,physical association,23644468,small scale,0.42
O75385,Q9C0C7,8408,55626,ENSG00000177169,ENSG00000110497,ULK1,AMBRA1,anti bait coimmunoprecipitation|anti tag coimmunoprecipitation,physical association,25438055|23524951,small scale,0.48
O75385,P62988,8408,,ENSG00000177169,,ULK1,,anti tag coimmunoprecipitation|anti bait coimmunoprecipitation|pull down,physical association,23524951|17389358,small scale,0.51
Q9C0C7,Q9Y4K3,55626,7189,ENSG00000110497,ENSG00000175104,AMBRA1,TRAF6,anti tag coimmunoprecipitation,physical association,23524951,small scale,0.37
Q8N122,Q9C0C7,57521,55626,ENSG00000141564,ENSG00000110497,RPTOR,AMBRA1,anti tag coimmunoprecipitation,physical association,23524951,small scale,0.37
Q14203,Q9UNH7,1639,58533,ENSG00000204843,ENSG00000129515,DCTN1,SNX6,anti tag coimmunoprecipitation|anti bait coimmunoprecipitation,physical association,23524952,small scale,0.42
Q14683,Q5FBB7,8243,151648,ENSG00000072501,ENSG00000129810,SMC1A,SGO1,pull down|anti bait coimmunoprecipitation|anti tag coimmunoprecipitation,physical association,23242214,small scale,0.45
Q5FBB7,Q8N3U4,151648,10735,ENSG00000129810,ENSG00000101972,SGO1,STAG2,pull down|anti tag coimmunoprecipitation,physical association,23242214|25173175,small scale,0.48
O95863,P62988,6615,,ENSG00000124216,,SNAI1,,anti tag coimmunoprecipitation,physical association,23644467,small scale,0.37
O75385,Q9Y4K3,8408,7189,ENSG00000177169,ENSG00000175104,ULK1,TRAF6,anti bait coimmunoprecipitation|anti tag coimmunoprecipitation,physical association,23524951,small scale,0.42
O75385,Q9BXW4,8408,440738,ENSG00000177169,ENSG00000197769,ULK1,MAP1LC3C,pull down,physical association,24290141,small scale,0.37
Q8TDY2,Q9BXW4,9821,440738,ENSG00000023287,ENSG00000197769,RB1CC1,MAP1LC3C,pull down,physical association,24290141,small scale,0.37
Q9BSB4,Q9H492,60673,84557,ENSG00000123395,ENSG00000101460,ATG101,MAP1LC3A,pull down,physical association,24290141,small scale,0.37
O75385,Q9H492,8408,84557,ENSG00000177169,ENSG00000101460,ULK1,MAP1LC3A,pull down,physical association,24290141,small scale,0.37
Q8TDY2,Q9H492,9821,84557,ENSG00000023287,ENSG00000101460,RB1CC1,MAP1LC3A,pull down,physical association,24290141,small scale,0.37
Q9BSB4,Q9GZQ8,60673,81631,ENSG00000123395,ENSG00000140941,ATG101,MAP1LC3B,pull down,physical association,24290141,small scale,0.37
O75385,Q9GZQ8,8408,81631,ENSG00000177169,ENSG00000140941,ULK1,MAP1LC3B,pull down,physical association,24290141,small scale,0.37
Q8TDY2,Q9GZQ8,9821,81631,ENSG00000023287,ENSG00000140941,RB1CC1,MAP1LC3B,pull down,physical association,24290141,small scale,0.37
O96020,Q9UQR0,9134,10389,ENSG00000175305,ENSG00000102098,CCNE2,SCML2,pull down,physical association,24358021,small scale,0.37
P06493,Q9UQR0,983,10389,ENSG00000170312,ENSG00000102098,CDK1,SCML2,anti bait coimmunoprecipitation,physical association,24358021,small scale,0.37
P06493,P46527,983,1027,ENSG00000170312,ENSG00000111276,CDK1,CDKN1B,anti bait coimmunoprecipitation,physical association,24358021,small scale,0.37
Q16630,Q6NYC1,11052,23210,ENSG00000111605,ENSG00000070495,CPSF6,JMJD6,anti tag coimmunoprecipitation,physical association,24667498,small scale,0.37
P22626,Q6NYC1,3181,23210,ENSG00000122566,ENSG00000070495,HNRNPA2B1,JMJD6,anti tag coimmunoprecipitation,physical association,24667498,small scale,0.37
Q6NYC1,Q9Y383,23210,51631,ENSG00000070495,ENSG00000146963,JMJD6,LUC7L2,anti tag coimmunoprecipitation,physical association,24667498,small scale,0.37
Q13951,Q93034,865,8065,ENSG00000067955,ENSG00000166266,CBFB,CUL5,pull down,physical association,24402281,small scale,0.37
Q15370,Q93034,6923,8065,ENSG00000103363,ENSG00000166266,ELOB,CUL5,pull down,physical association,24402281,small scale,0.37
Q15369,Q93034,6921,8065,ENSG00000154582,ENSG00000166266,ELOC,CUL5,pull down,physical association,24402281,small scale,0.37
Q13951,Q15369,865,6921,ENSG00000067955,ENSG00000154582,CBFB,ELOC,pull down,physical association,24402281,small scale,0.37
Q7L7L0,Q9Y5B9,92815,11198,ENSG00000181218,ENSG00000092201,H2AW,SUPT16H,pull down,physical association,24352239,small scale,0.37
Q08945,Q7L7L0,6749,92815,ENSG00000149136,ENSG00000181218,SSRP1,H2AW,pull down,physical association,24352239,small scale,0.37
Q13098,Q969U6,2873,54461,ENSG00000169727,ENSG00000159069,GPS1,FBXW5,anti tag coimmunoprecipitation,physical association,23314863,small scale,0.37
Q969U6,Q9BT78,54461,51138,ENSG00000159069,ENSG00000138663,FBXW5,COPS4,anti tag coimmunoprecipitation,physical association,23314863,small scale,0.37
P62988,Q969U6,,54461,,ENSG00000159069,,FBXW5,anti tag coimmunoprecipitation,physical association,23314863,small scale,0.37
P62877,Q969U6,9978,54461,ENSG00000100387,ENSG00000159069,RBX1,FBXW5,anti tag coimmunoprecipitation,physical association,23314863,small scale,0.37
Q16763,Q9UJX2,27338,8697,ENSG00000108106,ENSG00000094880,UBE2S,CDC23,pull down,physical association,23708001,small scale,0.37
Q16763,Q9UKT4,27338,26271,ENSG00000108106,ENSG00000112029,UBE2S,FBXO5,pull down,physical association,23708001,small scale,0.37
Q9UJX2,Q9UKT4,8697,26271,ENSG00000094880,ENSG00000112029,CDC23,FBXO5,pull down,physical association,23708001,small scale,0.37
Q9UKT4,Q9UM11,26271,51343,ENSG00000112029,ENSG00000105325,FBXO5,FZR1,pull down,physical association,23708001,small scale,0.37
O75496,Q9UKT4,51053,26271,ENSG00000112312,ENSG00000112029,GMNN,FBXO5,pull down,physical association,23708001,small scale,0.37
Q16763,Q9UM11,27338,51343,ENSG00000108106,ENSG00000105325,UBE2S,FZR1,pull down,physical association,23708001,small scale,0.37
O75143,O75385,9776,8408,ENSG00000175224,ENSG00000177169,ATG13,ULK1,anti tag coimmunoprecipitation|anti bait coimmunoprecipitation,physical association,25686248|23524951,small scale,0.48
O75385,Q8TDY2,8408,9821,ENSG00000177169,ENSG00000023287,ULK1,RB1CC1,anti bait coimmunoprecipitation|anti tag coimmunoprecipitation,physical association,23524951|25686248,small scale,0.48
O75143,Q9C0C7,9776,55626,ENSG00000175224,ENSG00000110497,ATG13,AMBRA1,anti tag coimmunoprecipitation,physical association,23524951,small scale,0.37
O75385,P42345,8408,2475,ENSG00000177169,ENSG00000198793,ULK1,MTOR,anti bait coimmunoprecipitation|anti tag coimmunoprecipitation,physical association,25686248|23524951,small scale,0.48
Q13596,Q9UNH7,6642,58533,ENSG00000028528,ENSG00000129515,SNX1,SNX6,anti bait coimmunoprecipitation,physical association,23524952,small scale,0.37
O95219,Q14203,8723,1639,ENSG00000114520,ENSG00000204843,SNX4,DCTN1,anti bait coimmunoprecipitation,physical association,23524952,small scale,0.37
O95219,Q8IX03,8723,23286,ENSG00000114520,ENSG00000113645,SNX4,WWC1,anti bait coimmunoprecipitation,physical association,23524952,small scale,0.37
Q5FBB7,Q96FF9,151648,113130,ENSG00000129810,ENSG00000146670,SGO1,CDCA5,anti bait coimmunoprecipitation|anti tag coimmunoprecipitation,physical association,23242214,small scale,0.42
Q9UK97,Q9Y4R8,26268,9894,ENSG00000112146,ENSG00000100726,FBXO9,TELO2,anti tag coimmunoprecipitation|pull down|tandem affinity purification,physical association,23263282,small scale,0.45
O43156,Q9UK97,9675,26268,ENSG00000101407,ENSG00000112146,TTI1,FBXO9,anti tag coimmunoprecipitation|pull down|tandem affinity purification,physical association,23263282,small scale,0.45
P62988,Q9Y4R8,,9894,,ENSG00000100726,,TELO2,anti tag coimmunoprecipitation,physical association,23263282,small scale,0.37
O43156,P62988,9675,,ENSG00000101407,,TTI1,,anti tag coimmunoprecipitation,physical association,23263282,small scale,0.37
P19174,P21802,5335,2263,ENSG00000124181,ENSG00000066468,PLCG1,FGFR2,pull down|anti bait coimmunoprecipitation|fluorescent resonance energy transfer|anti tag coimmunoprecipitation|mst,physical association|direct interaction,24440983,small scale,0.55
P20963,P43403,919,7535,ENSG00000198821,ENSG00000115085,CD247,ZAP70,fluorescent resonance energy transfer,physical association,24463463,small scale,0.37
P19793,P55055,6256,7376,ENSG00000186350,ENSG00000131408,RXRA,NR1H2,molecular sieving,direct interaction,24561505,small scale,0.4
Q8NB16,Q9Y572,197259,11035,ENSG00000168404,ENSG00000129465,MLKL,RIPK3,anti tag coimmunoprecipitation,physical association,24316671,small scale,0.37
O95835,Q15831,9113,6794,ENSG00000131023,ENSG00000118046,LATS1,STK11,anti tag coimmunoprecipitation|anti bait coimmunoprecipitation,physical association,24362629,small scale,0.42
P26927,Q15831,4485,6794,ENSG00000173531,ENSG00000118046,MST1,STK11,anti tag coimmunoprecipitation|anti bait coimmunoprecipitation,physical association,24362629,small scale,0.42
Q86U44,Q9HCE5,56339,57721,ENSG00000165819,ENSG00000145388,METTL3,METTL14,comigration in non denaturing gel electrophoresis|x-ray crystallography|anti tag coimmunoprecipitation|x ray scattering|molecular sieving|pull down,physical association|direct interaction,24316715|27281194|24394384,small scale,0.67
P25963,P35221,4792,1495,ENSG00000100906,ENSG00000044115,NFKBIA,CTNNA1,anti bait coimmunoprecipitation|pull down,physical association,24509793,small scale,0.42
P25789,P25963,5685,4792,ENSG00000041357,ENSG00000100906,PSMA4,NFKBIA,pull down,physical association,24509793,small scale,0.37
P35222,P62988,1499,,ENSG00000168036,,CTNNB1,,anti bait coimmunoprecipitation|anti tag coimmunoprecipitation,physical association,24561623,small scale,0.42
P35222,P49757,1499,8650,ENSG00000168036,ENSG00000133961,CTNNB1,NUMB,anti tag coimmunoprecipitation|anti bait coimmunoprecipitation,physical association,24561623,small scale,0.42
P08865,Q15046,3921,3735,ENSG00000168028,ENSG00000065427,RPSA,KARS1,anti tag coimmunoprecipitation|anti bait coimmunoprecipitation|two hybrid|pull down,physical association|direct interaction,24212136,small scale,0.54
O43324,P56192,9521,4141,ENSG00000124802,ENSG00000166986,EEF1E1,MARS1,two hybrid,physical association,24212136,small scale,0.34
Q15007,Q86U44,9589,56339,ENSG00000146457,ENSG00000165819,WTAP,METTL3,anti tag coimmunoprecipitation,physical association,24316715,small scale,0.37
Q15007,Q9HCE5,9589,57721,ENSG00000146457,ENSG00000145388,WTAP,METTL14,anti tag coimmunoprecipitation,physical association,24316715,small scale,0.37
O60238,P22736,665,3164,ENSG00000104765,ENSG00000123358,BNIP3L,NR4A1,anti bait coimmunoprecipitation|anti tag coimmunoprecipitation|pull down,physical association|direct interaction,24316735,small scale,0.53
P12235,P22736,291,3164,ENSG00000151729,ENSG00000123358,SLC25A4,NR4A1,anti tag coimmunoprecipitation,physical association,24316735,small scale,0.37
P49427,P62877,997,9978,ENSG00000099804,ENSG00000100387,CDC34,RBX1,nuclear magnetic resonance,direct interaction,24316736,small scale,0.4
O43566,P01112,10636,3265,ENSG00000169220,ENSG00000174775,RGS14,HRAS,nuclear magnetic resonance,direct interaction,24441586,small scale,0.4
P22626,Q13148,3181,23435,ENSG00000122566,ENSG00000120948,HNRNPA2B1,TARDBP,anti tag coimmunoprecipitation,physical association,19383787,small scale,0.37
O15269,O15270,10558,9517,ENSG00000090054,ENSG00000100596,SPTLC1,SPTLC2,ubiquitin reconstruction,physical association,19416851,small scale,0.34
O15269,Q9NUV7,10558,55304,ENSG00000090054,ENSG00000172296,SPTLC1,SPTLC3,ubiquitin reconstruction|pull down,physical association,19416851,small scale,0.41
O15269,Q969W0,10558,171546,ENSG00000090054,ENSG00000165389,SPTLC1,SPTSSA,ubiquitin reconstruction,physical association,19416851,small scale,0.34
O15269,Q8NFR3,10558,165679,ENSG00000090054,ENSG00000196542,SPTLC1,SPTSSB,ubiquitin reconstruction,physical association,19416851,small scale,0.34
O15270,Q969W0,9517,171546,ENSG00000100596,ENSG00000165389,SPTLC2,SPTSSA,ubiquitin reconstruction,physical association,19416851,small scale,0.34
O15270,Q8NFR3,9517,165679,ENSG00000100596,ENSG00000196542,SPTLC2,SPTSSB,ubiquitin reconstruction,physical association,19416851,small scale,0.34
Q969W0,Q9NUV7,171546,55304,ENSG00000165389,ENSG00000172296,SPTSSA,SPTLC3,ubiquitin reconstruction|pull down,physical association,19416851,small scale,0.41
Q8NFR3,Q9NUV7,165679,55304,ENSG00000196542,ENSG00000172296,SPTSSB,SPTLC3,ubiquitin reconstruction|pull down,physical association,19416851,small scale,0.41
C3RSF2,O14818,,5688,,ENSG00000101182,,PSMA7,anti tag coimmunoprecipitation|two hybrid,physical association,19416853,small scale,0.41
Q12888,Q14686,7158,23054,ENSG00000067369,ENSG00000198646,TP53BP1,NCOA6,pull down|anti bait coimmunoprecipitation,direct interaction|physical association,19433796,small scale,0.5
O95760,P29466,90865,834,ENSG00000137033,ENSG00000137752,IL33,CASP1,protease assay,protein cleavage,19439663,small scale,0.25
P38936,Q92466,1026,1643,ENSG00000124762,ENSG00000134574,CDKN1A,DDB2,anti tag coimmunoprecipitation,physical association,19541625,small scale,0.37
P31749,Q5T1C6,207,117145,ENSG00000142208,ENSG00000159445,AKT1,THEM4,anti bait coimmunoprecipitation|anti tag coimmunoprecipitation,physical association,19541650|24670654,small scale,0.48
O15164,P04637,8805,7157,ENSG00000122779,ENSG00000141510,TRIM24,TP53,anti tag coimmunoprecipitation|anti bait coimmunoprecipitation,physical association,19556538,small scale,0.42
Q96HS1,Q99683,192111,4217,ENSG00000247077,ENSG00000197442,PGAM5,MAP3K5,anti tag coimmunoprecipitation,physical association,19590015,small scale,0.37
P61081,Q8IWE4,9040,123879,ENSG00000130725,ENSG00000188215,UBE2M,DCUN1D3,pull down,direct interaction,19617556,small scale,0.4
P62877,Q13618,9978,8452,ENSG00000100387,ENSG00000036257,RBX1,CUL3,anti tag coimmunoprecipitation,physical association,19617556,small scale,0.37
P61081,Q96GG9,9040,54165,ENSG00000130725,ENSG00000043093,UBE2M,DCUN1D1,anti tag coimmunoprecipitation,physical association,19617556,small scale,0.37
P61081,Q6PH85,9040,55208,ENSG00000130725,ENSG00000150401,UBE2M,,anti tag coimmunoprecipitation,physical association,19617556,small scale,0.37
P62988,Q09472,,2033,,ENSG00000100393,,EP300,anti bait coimmunoprecipitation,physical association,19805293,small scale,0.37
P62988,Q92793,,1387,,ENSG00000005339,,CREBBP,anti bait coimmunoprecipitation,physical association,19805293,small scale,0.37
P18583,Q06455,6651,862,ENSG00000159140,ENSG00000079102,SON,RUNX1T1,anti bait coimmunoprecipitation,physical association,18952841,small scale,0.37
P54132,Q9UQ84,641,9156,ENSG00000197299,ENSG00000174371,BLM,EXO1,pull down,direct interaction,18971343,small scale,0.4
P25098,P25963,156,4792,ENSG00000173020,ENSG00000100906,GRK2,NFKBIA,anti bait coimmunoprecipitation|far western blotting,direct interaction,19008357,small scale,0.46
P25963,P34947,4792,2869,ENSG00000100906,ENSG00000198873,NFKBIA,GRK5,anti bait coimmunoprecipitation|far western blotting,direct interaction,19008357,small scale,0.46
P03372,Q92731,2099,2100,ENSG00000091831,ENSG00000140009,ESR1,ESR2,bioluminescence resonance energy transfer|anti bait coimmunoprecipitation,physical association,19022902,small scale,0.42
P56279,Q09472,8115,2033,ENSG00000100721,ENSG00000100393,TCL1A,EP300,anti tag coimmunoprecipitation|anti bait coimmunoprecipitation,physical association,19064921,small scale,0.42
P01100,P56279,2353,8115,ENSG00000170345,ENSG00000100721,FOS,TCL1A,anti bait coimmunoprecipitation|anti tag coimmunoprecipitation,physical association,19064921,small scale,0.42
P05412,P56279,3725,8115,ENSG00000177606,ENSG00000100721,JUN,TCL1A,anti bait coimmunoprecipitation|anti tag coimmunoprecipitation,physical association,19064921,small scale,0.42
P17275,P56279,3726,8115,ENSG00000171223,ENSG00000100721,JUNB,TCL1A,anti bait coimmunoprecipitation|anti tag coimmunoprecipitation,physical association,19064921,small scale,0.42
Q7Z2W4,Q9NQT4,56829,56915,ENSG00000105939,ENSG00000077348,ZC3HAV1,EXOSC5,anti bait coimmunoprecipitation,physical association,17185417,small scale,0.37
