uniprotIdA,uniprotIdB,entrezGeneIdA,entrezGeneIdB,ensemblIdA,ensemblIdB,hgncSymbolA,hgncSymbolB,detectionMethod,interactionType,pubmedId,author,reliabilityScore
Q9HCG8,Q9Y421,57703,26017,ENSG00000163510,ENSG00000105058,CWC22,FAM32A,anti tag coimmunoprecipitation|two hybrid,physical association,22365833,Hegele et al. (2012),0.41
Q13573,Q96NB3,22938,91603,ENSG00000100603,ENSG00000198783,SNW1,,anti tag coimmunoprecipitation|two hybrid,physical association,22365833,Hegele et al. (2012),0.41
O60306,Q96NB3,9716,91603,ENSG00000021776,ENSG00000198783,AQR,,anti tag coimmunoprecipitation|two hybrid,physical association,22365833,Hegele et al. (2012),0.41
Q13123,Q96NB3,3550,91603,ENSG00000113141,ENSG00000198783,IK,,anti tag coimmunoprecipitation|two hybrid,physical association,22365833,Hegele et al. (2012),0.41
Q8WUD4,Q9BZJ0,151903,51340,ENSG00000160799,ENSG00000101343,,CRNKL1,anti tag coimmunoprecipitation|two hybrid,physical association,22365833,Hegele et al. (2012),0.41
P09234,Q9BRX9,6631,84292,ENSG00000124562,ENSG00000123154,SNRPC,WDR83,anti tag coimmunoprecipitation|two hybrid,physical association,22365833,Hegele et al. (2012),0.41
Q15427,Q9BRX9,10262,84292,ENSG00000143368,ENSG00000123154,SF3B4,WDR83,anti tag coimmunoprecipitation|two hybrid,physical association,22365833,Hegele et al. (2012),0.41
Q9BRX9,Q9BZL1,84292,59286,ENSG00000123154,ENSG00000198258,WDR83,UBL5,anti tag coimmunoprecipitation|two hybrid,physical association,22365833,Hegele et al. (2012),0.41
Q9BRX9,Q9Y3C6,84292,51645,ENSG00000123154,ENSG00000137168,WDR83,PPIL1,anti tag coimmunoprecipitation|two hybrid,physical association,22365833,Hegele et al. (2012),0.41
Q13427,Q15365,9360,5093,ENSG00000138398,ENSG00000169564,PPIG,PCBP1,anti tag coimmunoprecipitation|two hybrid,physical association,22365833,Hegele et al. (2012),0.41
Q15365,Q96NB3,5093,91603,ENSG00000169564,ENSG00000198783,PCBP1,,anti tag coimmunoprecipitation|two hybrid,physical association,22365833,Hegele et al. (2012),0.41
Q13356,Q96NB3,23759,91603,ENSG00000100023,ENSG00000198783,PPIL2,,anti tag coimmunoprecipitation|two hybrid,physical association,22365833,Hegele et al. (2012),0.41
P09234,P98175,6631,8241,ENSG00000124562,ENSG00000182872,SNRPC,RBM10,anti tag coimmunoprecipitation|two hybrid,physical association,22365833,Hegele et al. (2012),0.41
P98175,Q15459,8241,10291,ENSG00000182872,ENSG00000099995,RBM10,SF3A1,anti tag coimmunoprecipitation|two hybrid,physical association,22365833,Hegele et al. (2012),0.41
P98175,Q8IWZ8,8241,57794,ENSG00000182872,ENSG00000105705,RBM10,SUGP1,anti tag coimmunoprecipitation|two hybrid,physical association,22365833,Hegele et al. (2012),0.41
P98175,Q9UMS4,8241,27339,ENSG00000182872,ENSG00000110107,RBM10,PRPF19,anti tag coimmunoprecipitation|two hybrid,physical association,22365833,Hegele et al. (2012),0.41
P98175,Q92620,8241,9785,ENSG00000182872,ENSG00000140829,RBM10,DHX38,anti tag coimmunoprecipitation|two hybrid,physical association,22365833,Hegele et al. (2012),0.41
O43143,P52756,1665,10181,ENSG00000109606,ENSG00000003756,DHX15,RBM5,anti tag coimmunoprecipitation|two hybrid|anti bait coimmunoprecipitation|pull down,physical association|association|direct interaction,22365833|22569250,Hegele et al. (2012)|Niu et al. (2012),0.61
P52756,Q9UMS4,10181,27339,ENSG00000003756,ENSG00000110107,RBM5,PRPF19,anti tag coimmunoprecipitation|two hybrid|anti bait coimmunoprecipitation|pull down,physical association|association|direct interaction,22365833|22569250,Hegele et al. (2012)|Niu et al. (2012),0.61
P98175,Q13123,8241,3550,ENSG00000182872,ENSG00000113141,RBM10,IK,anti tag coimmunoprecipitation|two hybrid,physical association,22365833,Hegele et al. (2012),0.41
P55081,Q13123,4236,3550,ENSG00000140259,ENSG00000113141,MFAP1,IK,anti tag coimmunoprecipitation|two hybrid,physical association,22365833,Hegele et al. (2012),0.41
Q13123,Q70Z53,3550,118924,ENSG00000113141,ENSG00000148690,IK,FRA10AC1,anti tag coimmunoprecipitation|two hybrid,physical association,22365833,Hegele et al. (2012),0.41
O15541,O75643,7737,23020,ENSG00000125352,ENSG00000144028,RNF113A,SNRNP200,anti tag coimmunoprecipitation|two hybrid,physical association,22365833,Hegele et al. (2012),0.41
O15541,Q13123,7737,3550,ENSG00000125352,ENSG00000113141,RNF113A,IK,anti tag coimmunoprecipitation|two hybrid,physical association,22365833,Hegele et al. (2012),0.41
Q12874,Q15459,10946,10291,ENSG00000183431,ENSG00000099995,SF3A3,SF3A1,anti tag coimmunoprecipitation|two hybrid,physical association,22365833,Hegele et al. (2012),0.41
Q13435,Q15427,10992,10262,ENSG00000087365,ENSG00000143368,SF3B2,SF3B4,anti tag coimmunoprecipitation|two hybrid,physical association,22365833,Hegele et al. (2012),0.41
O43395,Q13435,9129,10992,ENSG00000117360,ENSG00000087365,PRPF3,SF3B2,anti tag coimmunoprecipitation|two hybrid,physical association,22365833,Hegele et al. (2012),0.41
O60231,Q13435,8449,10992,ENSG00000204560,ENSG00000087365,DHX16,SF3B2,anti tag coimmunoprecipitation|two hybrid,physical association,22365833,Hegele et al. (2012),0.41
O95391,Q13435,10569,10992,ENSG00000164609,ENSG00000087365,SLU7,SF3B2,anti tag coimmunoprecipitation|two hybrid,physical association,22365833,Hegele et al. (2012),0.41
Q13435,Q70Z53,10992,118924,ENSG00000087365,ENSG00000148690,SF3B2,FRA10AC1,anti tag coimmunoprecipitation|two hybrid,physical association,22365833,Hegele et al. (2012),0.41
Q13435,Q96NB3,10992,91603,ENSG00000087365,ENSG00000198783,SF3B2,,anti tag coimmunoprecipitation|two hybrid,physical association,22365833,Hegele et al. (2012),0.41
O15541,Q13435,7737,10992,ENSG00000125352,ENSG00000087365,RNF113A,SF3B2,anti tag coimmunoprecipitation|two hybrid,physical association,22365833,Hegele et al. (2012),0.41
O75533,Q96I25,23451,84991,ENSG00000115524,ENSG00000134453,SF3B1,RBM17,anti tag coimmunoprecipitation|two hybrid,physical association,22365833,Hegele et al. (2012),0.41
P98175,Q15427,8241,10262,ENSG00000182872,ENSG00000143368,RBM10,SF3B4,anti tag coimmunoprecipitation|two hybrid,physical association,22365833,Hegele et al. (2012),0.41
O75934,Q15427,10286,10262,ENSG00000116752,ENSG00000143368,BCAS2,SF3B4,anti tag coimmunoprecipitation|two hybrid,physical association,22365833,Hegele et al. (2012),0.41
Q13573,Q8TAD8,22938,79753,ENSG00000100603,ENSG00000163877,SNW1,SNIP1,anti tag coimmunoprecipitation|two hybrid,physical association,22365833,Hegele et al. (2012),0.41
Q13123,Q8TAD8,3550,79753,ENSG00000113141,ENSG00000163877,IK,SNIP1,anti tag coimmunoprecipitation|two hybrid,physical association,22365833,Hegele et al. (2012),0.41
O75934,Q9UMS4,10286,27339,ENSG00000116752,ENSG00000110107,BCAS2,PRPF19,anti tag coimmunoprecipitation|two hybrid,physical association,22365833,Hegele et al. (2012),0.41
O43395,O75940,9129,10285,ENSG00000117360,ENSG00000119953,PRPF3,SMNDC1,anti tag coimmunoprecipitation|two hybrid,physical association,22365833,Hegele et al. (2012),0.41
Q8IWZ8,Q96I25,57794,84991,ENSG00000105705,ENSG00000134453,SUGP1,RBM17,anti tag coimmunoprecipitation|two hybrid,physical association,22365833,Hegele et al. (2012),0.41
O15042,P98175,23350,8241,ENSG00000163714,ENSG00000182872,U2SURP,RBM10,anti tag coimmunoprecipitation|two hybrid,physical association,22365833,Hegele et al. (2012),0.41
O15042,P52756,23350,10181,ENSG00000163714,ENSG00000003756,U2SURP,RBM5,anti tag coimmunoprecipitation|two hybrid,physical association,22365833,Hegele et al. (2012),0.41
Q01081,Q13435,102724594,10992,ENSG00000160201,ENSG00000087365,,SF3B2,anti tag coimmunoprecipitation|two hybrid,physical association,22365833,Hegele et al. (2012),0.41
Q01081,Q8N5F7,102724594,79576,ENSG00000160201,ENSG00000101882,,NKAP,anti tag coimmunoprecipitation|two hybrid,physical association,22365833,Hegele et al. (2012),0.41
P09012,P26368,6626,11338,ENSG00000077312,ENSG00000063244,SNRPA,U2AF2,anti tag coimmunoprecipitation|two hybrid,physical association,22365833,Hegele et al. (2012),0.41
P26368,P98175,11338,8241,ENSG00000063244,ENSG00000182872,U2AF2,RBM10,anti tag coimmunoprecipitation|two hybrid,physical association,22365833,Hegele et al. (2012),0.41
P26368,Q8IWZ8,11338,57794,ENSG00000063244,ENSG00000105705,U2AF2,SUGP1,anti tag coimmunoprecipitation|two hybrid,physical association,22365833,Hegele et al. (2012),0.41
P08579,P09661,6629,6627,ENSG00000125870,ENSG00000131876,SNRPB2,SNRPA1,anti tag coimmunoprecipitation|two hybrid,physical association,22365833,Hegele et al. (2012),0.41
P14678,P62318,6628,6634,ENSG00000125835,ENSG00000100028,SNRPB,SNRPD3,two hybrid,physical association,22365833,Hegele et al. (2012),0.34
P14678,Q9Y333,6628,57819,ENSG00000125835,ENSG00000204392,SNRPB,LSM2,two hybrid,physical association,22365833,Hegele et al. (2012),0.34
O95777,P14678,51691,6628,ENSG00000128534,ENSG00000125835,LSM8,SNRPB,two hybrid,physical association,22365833,Hegele et al. (2012),0.34
P14678,P54105,6628,1207,ENSG00000125835,ENSG00000074201,SNRPB,CLNS1A,two hybrid,physical association,22365833,Hegele et al. (2012),0.34
P62314,Q01081,6632,102724594,ENSG00000167088,ENSG00000160201,SNRPD1,,two hybrid,physical association,22365833,Hegele et al. (2012),0.34
P62310,P62314,27258,6632,ENSG00000170860,ENSG00000167088,LSM3,SNRPD1,two hybrid,physical association,22365833,Hegele et al. (2012),0.34
P54105,P62314,1207,6632,ENSG00000074201,ENSG00000167088,CLNS1A,SNRPD1,two hybrid,physical association,22365833,Hegele et al. (2012),0.34
P62316,Q9Y333,6633,57819,ENSG00000125743,ENSG00000204392,SNRPD2,LSM2,two hybrid,physical association,22365833,Hegele et al. (2012),0.34
P62312,P62316,11157,6633,ENSG00000164167,ENSG00000125743,LSM6,SNRPD2,two hybrid,physical association,22365833,Hegele et al. (2012),0.34
P54105,P62316,1207,6633,ENSG00000074201,ENSG00000125743,CLNS1A,SNRPD2,two hybrid,physical association,22365833,Hegele et al. (2012),0.34
P62316,Q8TBK6,6633,54819,ENSG00000125743,ENSG00000155329,SNRPD2,,two hybrid,physical association,22365833,Hegele et al. (2012),0.34
P62318,Q9UK45,6634,51690,ENSG00000100028,ENSG00000130332,SNRPD3,LSM7,two hybrid,physical association,22365833,Hegele et al. (2012),0.34
P62310,P62318,27258,6634,ENSG00000170860,ENSG00000100028,LSM3,SNRPD3,two hybrid,physical association,22365833,Hegele et al. (2012),0.34
P54105,P62318,1207,6634,ENSG00000074201,ENSG00000100028,CLNS1A,SNRPD3,two hybrid,physical association,22365833,Hegele et al. (2012),0.34
P62306,P62308,6636,6637,ENSG00000139343,ENSG00000143977,SNRPF,SNRPG,two hybrid,physical association,22365833,Hegele et al. (2012),0.34
P09661,P62306,6627,6636,ENSG00000131876,ENSG00000139343,SNRPA1,SNRPF,two hybrid,physical association,22365833,Hegele et al. (2012),0.34
P62306,Q9UHX1,6636,22827,ENSG00000139343,ENSG00000179950,SNRPF,PUF60,two hybrid,physical association,22365833,Hegele et al. (2012),0.34
P62306,Q9BXP5,6636,51593,ENSG00000139343,ENSG00000087087,SNRPF,SRRT,two hybrid,physical association,22365833,Hegele et al. (2012),0.34
P62306,Q13243,6636,6430,ENSG00000139343,ENSG00000100650,SNRPF,SRSF5,two hybrid,physical association,22365833,Hegele et al. (2012),0.34
P62306,Q9Y4Y9,6636,23658,ENSG00000139343,ENSG00000106355,SNRPF,LSM5,two hybrid,physical association,22365833,Hegele et al. (2012),0.34
P62306,P62312,6636,11157,ENSG00000139343,ENSG00000164167,SNRPF,LSM6,two hybrid,physical association,22365833,Hegele et al. (2012),0.34
P62306,Q9UK45,6636,51690,ENSG00000139343,ENSG00000130332,SNRPF,LSM7,two hybrid,physical association,22365833,Hegele et al. (2012),0.34
P54105,P62306,1207,6636,ENSG00000074201,ENSG00000139343,CLNS1A,SNRPF,two hybrid,physical association,22365833,Hegele et al. (2012),0.34
P62308,P62310,6637,27258,ENSG00000143977,ENSG00000170860,SNRPG,LSM3,two hybrid,physical association,22365833,Hegele et al. (2012),0.34
P08621,Q8IWX8,6625,10523,ENSG00000104852,ENSG00000085872,SNRNP70,CHERP,two hybrid,physical association,22365833,Hegele et al. (2012),0.34
O14744,P08621,10419,6625,ENSG00000100462,ENSG00000104852,PRMT5,SNRNP70,two hybrid,physical association,22365833,Hegele et al. (2012),0.34
P08621,P78362,6625,6733,ENSG00000104852,ENSG00000135250,SNRNP70,SRPK2,two hybrid,physical association,22365833,Hegele et al. (2012),0.34
P09012,P09661,6626,6627,ENSG00000077312,ENSG00000131876,SNRPA,SNRPA1,two hybrid,physical association,22365833,Hegele et al. (2012),0.34
P09012,Q9BQ61,6626,79002,ENSG00000077312,ENSG00000123144,SNRPA,,two hybrid,physical association,22365833,Hegele et al. (2012),0.34
P09012,P61978,6626,3190,ENSG00000077312,ENSG00000165119,SNRPA,HNRNPK,two hybrid,physical association,22365833,Hegele et al. (2012),0.34
P09012,Q9BTD8,6626,79171,ENSG00000077312,ENSG00000126254,SNRPA,RBM42,two hybrid,physical association,22365833,Hegele et al. (2012),0.34
P09012,P26599,6626,5725,ENSG00000077312,ENSG00000011304,SNRPA,PTBP1,two hybrid,physical association,22365833,Hegele et al. (2012),0.34
P09012,Q9UKA9,6626,58155,ENSG00000077312,ENSG00000117569,SNRPA,PTBP2,two hybrid,physical association,22365833,Hegele et al. (2012),0.34
P09234,Q12906,6631,3609,ENSG00000124562,ENSG00000129351,SNRPC,ILF3,two hybrid,physical association,22365833,Hegele et al. (2012),0.34
P09234,Q86XP3,6631,11325,ENSG00000124562,ENSG00000198231,SNRPC,DDX42,two hybrid,physical association,22365833,Hegele et al. (2012),0.34
P09234,Q9BUJ2,6631,11100,ENSG00000124562,ENSG00000105323,SNRPC,HNRNPUL1,two hybrid,physical association,22365833,Hegele et al. (2012),0.34
P09234,Q8N302,6631,55109,ENSG00000124562,ENSG00000164252,SNRPC,AGGF1,two hybrid,physical association,22365833,Hegele et al. (2012),0.34
P09234,Q9BWF3,6631,5936,ENSG00000124562,ENSG00000173933,SNRPC,RBM4,two hybrid,physical association,22365833,Hegele et al. (2012),0.34
P09234,Q9BQA1,6631,79084,ENSG00000124562,ENSG00000116455,SNRPC,WDR77,two hybrid,physical association,22365833,Hegele et al. (2012),0.34
P09234,Q14103,6631,3184,ENSG00000124562,ENSG00000138668,SNRPC,HNRNPD,two hybrid,physical association,22365833,Hegele et al. (2012),0.34
P09234,P52597,6631,3185,ENSG00000124562,ENSG00000169813,SNRPC,HNRNPF,two hybrid,physical association,22365833,Hegele et al. (2012),0.34
P09234,P55795,6631,3188,ENSG00000124562,ENSG00000126945,SNRPC,HNRNPH2,two hybrid,physical association,22365833,Hegele et al. (2012),0.34
O75525,P09234,10656,6631,ENSG00000131773,ENSG00000124562,KHDRBS3,SNRPC,two hybrid,physical association,22365833,Hegele et al. (2012),0.34
O43251,P09234,23543,6631,ENSG00000100320,ENSG00000124562,RBFOX2,SNRPC,two hybrid,physical association,22365833,Hegele et al. (2012),0.34
O75400,Q13435,55660,10992,ENSG00000196504,ENSG00000087365,PRPF40A,SF3B2,two hybrid,physical association,22365833,Hegele et al. (2012),0.34
O75400,Q01081,55660,102724594,ENSG00000196504,ENSG00000160201,PRPF40A,,two hybrid,physical association,22365833,Hegele et al. (2012),0.34
O15042,O75400,23350,55660,ENSG00000163714,ENSG00000196504,U2SURP,PRPF40A,two hybrid,physical association,22365833,Hegele et al. (2012),0.34
O75400,Q8IWX8,55660,10523,ENSG00000196504,ENSG00000085872,PRPF40A,CHERP,two hybrid,physical association,22365833,Hegele et al. (2012),0.34
O75400,Q14498,55660,9584,ENSG00000196504,ENSG00000131051,PRPF40A,RBM39,two hybrid,physical association,22365833,Hegele et al. (2012),0.34
O75400,Q8TAD8,55660,79753,ENSG00000196504,ENSG00000163877,PRPF40A,SNIP1,two hybrid,physical association,22365833,Hegele et al. (2012),0.34
O75400,Q9Y388,55660,51634,ENSG00000196504,ENSG00000134597,PRPF40A,,two hybrid,physical association,22365833,Hegele et al. (2012),0.34
O75400,Q14562,55660,1659,ENSG00000196504,ENSG00000067596,PRPF40A,DHX8,two hybrid,physical association,22365833,Hegele et al. (2012),0.34
O75400,Q13427,55660,9360,ENSG00000196504,ENSG00000138398,PRPF40A,PPIG,two hybrid,physical association,22365833,Hegele et al. (2012),0.34
O75400,Q70Z53,55660,118924,ENSG00000196504,ENSG00000148690,PRPF40A,FRA10AC1,two hybrid,physical association,22365833,Hegele et al. (2012),0.34
O75400,Q8TBK6,55660,54819,ENSG00000196504,ENSG00000155329,PRPF40A,,two hybrid,physical association,22365833,Hegele et al. (2012),0.34
P49756,Q86U06,58517,55147,ENSG00000119707,ENSG00000100461,RBM25,,two hybrid,physical association,22365833,Hegele et al. (2012),0.34
P49756,Q14498,58517,9584,ENSG00000119707,ENSG00000131051,RBM25,RBM39,two hybrid,physical association,22365833,Hegele et al. (2012),0.34
P49756,Q8WWY3,58517,26121,ENSG00000119707,ENSG00000105618,RBM25,PRPF31,two hybrid,physical association,22365833,Hegele et al. (2012),0.34
O43290,P49756,9092,58517,ENSG00000175467,ENSG00000119707,SART1,RBM25,two hybrid,physical association,22365833,Hegele et al. (2012),0.34
P08579,Q8IWZ8,6629,57794,ENSG00000125870,ENSG00000105705,SNRPB2,SUGP1,two hybrid,physical association,22365833,Hegele et al. (2012),0.34
P08579,Q9BUJ2,6629,11100,ENSG00000125870,ENSG00000105323,SNRPB2,HNRNPUL1,two hybrid,physical association,22365833,Hegele et al. (2012),0.34
Q15459,Q15637,10291,7536,ENSG00000099995,ENSG00000168066,SF3A1,SF1,two hybrid,physical association,22365833,Hegele et al. (2012),0.34
Q15459,Q86XP3,10291,11325,ENSG00000099995,ENSG00000198231,SF3A1,DDX42,two hybrid,physical association,22365833,Hegele et al. (2012),0.34
Q15459,Q9BQA1,10291,79084,ENSG00000099995,ENSG00000116455,SF3A1,WDR77,two hybrid,physical association,22365833,Hegele et al. (2012),0.34
O43251,Q15459,23543,10291,ENSG00000100320,ENSG00000099995,RBFOX2,SF3A1,two hybrid,physical association,22365833,Hegele et al. (2012),0.34
O14744,Q12874,10419,10946,ENSG00000100462,ENSG00000183431,PRMT5,SF3A3,two hybrid,physical association,22365833,Hegele et al. (2012),0.34
O75533,Q9Y3B4,23451,51639,ENSG00000115524,ENSG00000115128,SF3B1,SF3B6,two hybrid,physical association,22365833,Hegele et al. (2012),0.34
O43660,O75533,5356,23451,ENSG00000171566,ENSG00000115524,PLRG1,SF3B1,two hybrid,physical association,22365833,Hegele et al. (2012),0.34
P07910,Q13435,3183,10992,ENSG00000092199,ENSG00000087365,HNRNPC,SF3B2,two hybrid,physical association,22365833,Hegele et al. (2012),0.34
O75643,Q13435,23020,10992,ENSG00000144028,ENSG00000087365,SNRNP200,SF3B2,two hybrid,physical association,22365833,Hegele et al. (2012),0.34
Q13435,Q9Y333,10992,57819,ENSG00000087365,ENSG00000204392,SF3B2,LSM2,two hybrid,physical association,22365833,Hegele et al. (2012),0.34
P62310,Q13435,27258,10992,ENSG00000170860,ENSG00000087365,LSM3,SF3B2,two hybrid,physical association,22365833,Hegele et al. (2012),0.34
Q13435,Q9Y5S9,10992,9939,ENSG00000087365,ENSG00000265241,SF3B2,RBM8A,two hybrid,physical association,22365833,Hegele et al. (2012),0.34
Q13435,Q96FV9,10992,9984,ENSG00000087365,ENSG00000079134,SF3B2,THOC1,two hybrid,physical association,22365833,Hegele et al. (2012),0.34
Q13435,Q9Y580,10992,10179,ENSG00000087365,ENSG00000076053,SF3B2,RBM7,two hybrid,physical association,22365833,Hegele et al. (2012),0.34
Q13435,Q15366,10992,5094,ENSG00000087365,ENSG00000197111,SF3B2,PCBP2,two hybrid,physical association,22365833,Hegele et al. (2012),0.34
Q13435,Q96GM8,10992,114034,ENSG00000087365,ENSG00000132773,SF3B2,TOE1,two hybrid,physical association,22365833,Hegele et al. (2012),0.34
Q13435,Q96N46,10992,151613,ENSG00000087365,ENSG00000163728,SF3B2,,two hybrid,physical association,22365833,Hegele et al. (2012),0.34
Q13435,Q8TBK6,10992,54819,ENSG00000087365,ENSG00000155329,SF3B2,,two hybrid,physical association,22365833,Hegele et al. (2012),0.34
Q15029,Q15393,9343,23450,ENSG00000108883,ENSG00000189091,EFTUD2,SF3B3,two hybrid,physical association,22365833,Hegele et al. (2012),0.34
Q15393,Q9Y3C6,23450,51645,ENSG00000189091,ENSG00000137168,SF3B3,PPIL1,two hybrid,physical association,22365833,Hegele et al. (2012),0.34
P04792,Q15393,3315,23450,ENSG00000106211,ENSG00000189091,HSPB1,SF3B3,two hybrid,physical association,22365833,Hegele et al. (2012),0.34
Q15393,Q96GM8,23450,114034,ENSG00000189091,ENSG00000132773,SF3B3,TOE1,two hybrid,physical association,22365833,Hegele et al. (2012),0.34
Q15427,Q8IWX8,10262,10523,ENSG00000143368,ENSG00000085872,SF3B4,CHERP,two hybrid,physical association,22365833,Hegele et al. (2012),0.34
Q15427,Q15637,10262,7536,ENSG00000143368,ENSG00000168066,SF3B4,SF1,two hybrid,physical association,22365833,Hegele et al. (2012),0.34
Q12906,Q15427,3609,10262,ENSG00000129351,ENSG00000143368,ILF3,SF3B4,two hybrid,physical association,22365833,Hegele et al. (2012),0.34
Q13247,Q15427,6431,10262,ENSG00000124193,ENSG00000143368,SRSF6,SF3B4,two hybrid,physical association,22365833,Hegele et al. (2012),0.34
Q15427,Q86XP3,10262,11325,ENSG00000143368,ENSG00000198231,SF3B4,DDX42,two hybrid,physical association,22365833,Hegele et al. (2012),0.34
Q15427,Q92841,10262,10521,ENSG00000143368,ENSG00000100201,SF3B4,DDX17,two hybrid,physical association,22365833,Hegele et al. (2012),0.34
Q15427,Q9BUJ2,10262,11100,ENSG00000143368,ENSG00000105323,SF3B4,HNRNPUL1,two hybrid,physical association,22365833,Hegele et al. (2012),0.34
Q15427,Q9BWF3,10262,5936,ENSG00000143368,ENSG00000173933,SF3B4,RBM4,two hybrid,physical association,22365833,Hegele et al. (2012),0.34
Q15427,Q9BQA1,10262,79084,ENSG00000143368,ENSG00000116455,SF3B4,WDR77,two hybrid,physical association,22365833,Hegele et al. (2012),0.34
Q14103,Q15427,3184,10262,ENSG00000138668,ENSG00000143368,HNRNPD,SF3B4,two hybrid,physical association,22365833,Hegele et al. (2012),0.34
P52597,Q15427,3185,10262,ENSG00000169813,ENSG00000143368,HNRNPF,SF3B4,two hybrid,physical association,22365833,Hegele et al. (2012),0.34
P31943,Q15427,3187,10262,ENSG00000169045,ENSG00000143368,HNRNPH1,SF3B4,two hybrid,physical association,22365833,Hegele et al. (2012),0.34
Q7RTV0,Q8WWY3,84844,26121,ENSG00000100410,ENSG00000105618,PHF5A,PRPF31,two hybrid,physical association,22365833,Hegele et al. (2012),0.34
O43143,Q13595,1665,29896,ENSG00000109606,ENSG00000164548,DHX15,TRA2A,two hybrid,physical association,22365833,Hegele et al. (2012),0.34
O43143,Q8N5F7,1665,79576,ENSG00000109606,ENSG00000101882,DHX15,NKAP,two hybrid,physical association,22365833,Hegele et al. (2012),0.34
O15042,Q96I25,23350,84991,ENSG00000163714,ENSG00000134453,U2SURP,RBM17,two hybrid,physical association,22365833,Hegele et al. (2012),0.34
Q15637,Q96I25,7536,84991,ENSG00000168066,ENSG00000134453,SF1,RBM17,two hybrid,physical association,22365833,Hegele et al. (2012),0.34
Q96I25,Q9P013,84991,51503,ENSG00000134453,ENSG00000150316,RBM17,,two hybrid,physical association,22365833,Hegele et al. (2012),0.34
Q96I25,Q9UHR5,84991,29115,ENSG00000134453,ENSG00000161526,RBM17,SAP30BP,two hybrid,physical association,22365833,Hegele et al. (2012),0.34
P26368,Q9UHX1,11338,22827,ENSG00000063244,ENSG00000179950,U2AF2,PUF60,two hybrid,physical association,22365833,Hegele et al. (2012),0.34
P26368,Q8IX12,11338,55749,ENSG00000063244,ENSG00000060339,U2AF2,CCAR1,two hybrid,physical association,22365833,Hegele et al. (2012),0.34
P26368,Q15637,11338,7536,ENSG00000063244,ENSG00000168066,U2AF2,SF1,two hybrid,physical association,22365833,Hegele et al. (2012),0.34
P26368,Q14498,11338,9584,ENSG00000063244,ENSG00000131051,U2AF2,RBM39,two hybrid,physical association,22365833,Hegele et al. (2012),0.34
P26368,Q13151,11338,10949,ENSG00000063244,ENSG00000177733,U2AF2,HNRNPA0,two hybrid,physical association,22365833,Hegele et al. (2012),0.34
P26368,Q92841,11338,10521,ENSG00000063244,ENSG00000100201,U2AF2,DDX17,two hybrid,physical association,22365833,Hegele et al. (2012),0.34
P26368,P61978,11338,3190,ENSG00000063244,ENSG00000165119,U2AF2,HNRNPK,two hybrid,physical association,22365833,Hegele et al. (2012),0.34
P26368,Q9UHR5,11338,29115,ENSG00000063244,ENSG00000161526,U2AF2,SAP30BP,two hybrid,physical association,22365833,Hegele et al. (2012),0.34
P26368,Q9BWF3,11338,5936,ENSG00000063244,ENSG00000173933,U2AF2,RBM4,two hybrid,physical association,22365833,Hegele et al. (2012),0.34
P26368,Q14103,11338,3184,ENSG00000063244,ENSG00000138668,U2AF2,HNRNPD,two hybrid,physical association,22365833,Hegele et al. (2012),0.34
P26368,Q96PU8,11338,9444,ENSG00000063244,ENSG00000112531,U2AF2,QKI,two hybrid,physical association,22365833,Hegele et al. (2012),0.34
O75525,P26368,10656,11338,ENSG00000131773,ENSG00000063244,KHDRBS3,U2AF2,two hybrid,physical association,22365833,Hegele et al. (2012),0.34
P26368,Q07666,11338,10657,ENSG00000063244,ENSG00000121774,U2AF2,KHDRBS1,two hybrid,physical association,22365833,Hegele et al. (2012),0.34
O43251,P26368,23543,11338,ENSG00000100320,ENSG00000063244,RBFOX2,U2AF2,two hybrid,physical association,22365833,Hegele et al. (2012),0.34
Q01081,Q8IWX8,102724594,10523,ENSG00000160201,ENSG00000085872,,CHERP,two hybrid,physical association,22365833,Hegele et al. (2012),0.34
P98175,Q01081,8241,102724594,ENSG00000182872,ENSG00000160201,RBM10,,two hybrid,physical association,22365833,Hegele et al. (2012),0.34
O43172,Q01081,9128,102724594,ENSG00000136875,ENSG00000160201,PRPF4,,two hybrid,physical association,22365833,Hegele et al. (2012),0.34
Q01081,Q8NAV1,102724594,84950,ENSG00000160201,ENSG00000134748,,PRPF38A,two hybrid,physical association,22365833,Hegele et al. (2012),0.34
Q01081,Q9UMS4,102724594,27339,ENSG00000160201,ENSG00000110107,,PRPF19,two hybrid,physical association,22365833,Hegele et al. (2012),0.34
P55081,Q01081,4236,102724594,ENSG00000140259,ENSG00000160201,MFAP1,,two hybrid,physical association,22365833,Hegele et al. (2012),0.34
Q01081,Q92620,102724594,9785,ENSG00000160201,ENSG00000140829,,DHX38,two hybrid,physical association,22365833,Hegele et al. (2012),0.34
Q01081,Q15287,102724594,10921,ENSG00000160201,ENSG00000205937,,RNPS1,two hybrid,physical association,22365833,Hegele et al. (2012),0.34
Q01081,Q70Z53,102724594,118924,ENSG00000160201,ENSG00000148690,,FRA10AC1,two hybrid,physical association,22365833,Hegele et al. (2012),0.34
Q01081,Q01130,102724594,6427,ENSG00000160201,ENSG00000161547,,SRSF2,two hybrid,physical association,22365833,Hegele et al. (2012),0.34
Q01081,Q96GM8,102724594,114034,ENSG00000160201,ENSG00000132773,,TOE1,two hybrid,physical association,22365833,Hegele et al. (2012),0.34
