drugName,entrezGeneIds,pubmedId
macrolactam derivative 4,51135,
chembl3137314,5739,
maleimides derivative 1,2931,
br-4628,4306,
gamma-aminobutyric acid,10919,
gsk2646264,6850,
mk-0752,83464|51107,
sk-nbp601,2157,
us8901295 - f609,5481,
chembl3544960,9475|6093|9261,
zosuquidar,5243,
chembl3545319,1436,
chembl35,6557,
dexmethylphenidate,6531|6530,
us9040714 - 155,2081,
pmid28270021-compound-wo2014152663 701,4914,
pmid26004420-compound-wo2014085210a,3758,
thiophanate methyl,4780|216|3028,
quinoxaline derivative 5,4791,
methadyl acetate,4988,
pmid25666693-compound-21,7442,
biafine,3569,9449167
chemopreventive,595|2678|4842|4780|5291,12894495|10619383|16352317|12082549|15901726|16513647|15313408
aryl azepine derivative 1,27346,
sp-54,4312,1384503
bicyclic heteroaryl carboxamide analog 3,2915,
fr-122047,3028,
bpr-890,1268,19530697
gene therapy vectors,4780,18449215
mecarbam,7421,
pmid28394193-compound-29,2146,
benzothiazepine analog 1,706,
spi-376,1815,
pti-80,4137,
nb-acetyltryptamine,1557|1544,
chembl1504,2908,
chembl1200769,3269,
e75,2064,
nsc-73753,2778,
ykp-10a,6532|6530,
isoxazole-based bicyclic compound 16,92737,
heterocyclic derivative 1,2915,
chembl1185,3351|3352,
sj000113372,9682|29994,
chembl1201534,462,
chembl1201549,5745,
tenovin-1,23411|367,22304848
chembl3707356,7442,
pmid29338548-compound-21,6536,
va-106483,554,
pf-3864086,7442,
fr901228,332|2064|1485,14767553|11929951|11265773
pmid25435179-compound-wo2012106509cay10602,23411,
tyrphostin a25,5294|5617,14643763|11164909
dihydroisoxazole derivative 2,7052,
hydroxamate analog 1,23081|9682,
chembl1200906,1128|1131,
disulfide compound 2,7296,
pht-427,3845,20197390|20418756
txp,3559,9193586
burosumab,8074,
thiophene-3-carboxylic acid,1610,23391306
ac-yvad-fmk,834,
bcl2,3845,
chembl507361,5604|5605,
benzamide derivative 18,9536,
chembl3039515,6555,
metformin arginine-hemisuccinimide,3643,
chembl2103778,3359|9177,
fractalkine,6367,11397698
paracetamol - combinations excl. psycholeptics (vicks medinait sirup),2539|1565,
bn-cb-045,2099,
nn8555,22914,
cs-w011402,5143,
atorvastatin calcium,4780,
egfr tyrosine kinase inhibitors,2922,13679857
mycophenolic acid/nucleotide derivative 3,3614,
ktn0073-igg1,4233,27550450
antibodie derivative 7,7422,
quinoline derivative 12,5027|3757,
pmid25666693-compound-1,7442,
ethinamate,760,
dndi1417260,6607|4864|6606|9367,
isis-fxirx,2160,
tas-115,3791|4233,24140932
gsk221149,5021,
bms-770767,3290,
chembl1200970,1128,
us9359293 - tb,22933,
amt-011,4023,
tetrahydrozoline,152,
temolozomide,4255,
gw782612x,7525,
pmid27109571-compound-24,2167|2171,
mpi-676,1588,
pyrrolidinyl urea derivative 5,4914,
chembl1083390,3362,
ag 879,2064,15526167
valnemulin,367,
thiazole carboxamide derivative 29,5163,
chembl3039508,4988,
ciprofloxacin+dexamethasone,7155,
vrs-859,2740,
acridine,1490,16950763
chembl456,6557,
chembl1200750,3269,
bi-811283,9212,22350019
gw827099x,7525,
antibodie derivative 2,7422,
serabelisib,5290,
pmid29671355-compound-38a,10013|3065,
magnesium chloride,43,8747488
gnf-pf-1609,249,
pmid27215781-compound-12,1269,
gastrazole,887,16622436
pmid29130358-compound-figure13(4),4313|4318,
metadoxine,6529,
chembl2108038,1956,
aramchol,6319,
pmid26815044-compound-121,7299,
pmid28394193-compound-14,2146,
bidentate pyrazolopyrimidine acetamide analog 1,706,
pmid29757691-compound-8c,43|590,
avocadyne acetate,216,
urea and carbamate bioisostere derivative 18,3614,
cntf - syntex-synergen - cell therapy,1270,
roflumilast,5141|5142,
hgh-ctp,2688,25114523
pilocarpine nitrate,1576,
pmid25666693-compound-67,7442,
nps-2390,2911|846,
pyrazole derivative 2,1268,
kpt-185,3845,27680702
dalteparin,5054|2149,17057417|12632026
bly719,5290,
regn-421,54567,
aph-0812,3064,
heterocyclic derivative 9,5163,
car-t cells targeting cd33,945,
symplostatin 5,1991,23350733
pyrazole derivative 40,1268,
sar-389644,5729,
chembl1201749,2908,
lurtotecan,7150,
chembl1201562,3454|3455,
chembl2109364,10400,
pmid28394193-compound-47,2146,
cd30 car t cells,943,
phenethyl isocyanate,1571,23371965
n-methyl-n-nitrosourea,2678|174|4893,2415236|2424628|9197527
losigamone,1548,12386121|19702528|19442086|11038165|14704462|8886611
chembl1200343,1636,
me-3407,4638,
car-t cells recognizing epcam,4072,
car-t cells targeting cd22,933,
chembl3833307,3570|3572,
vb6-845,4072,
zinc 00387478,3620,21419531
pu-h71,3326,
trastuzumab-dm1,2064,
pmid25482888-compound-34,1803,
deoxysappanone b trimethyl ether,1576,
nsc-748113,5595|5594,22283430
chembl1200997,3356|3358|1813,
gsk2256294,2053,
chembl1208155,2798,
bms-204493,5915|5914|5916,19216008|18702457
aminopyrimidine derivative 6,29110,
chembl1200470,495|496,
rg-7090,2915,24173622
chembl904,6531|9,
pmid25980951-compound-15,331,
anti-cd33 car-t cells,945,
cyanocobalamin,4524|6947|5243,29662106|20634689|19307503|2876185
cart19 cell,930,
nlg802,3620,
chembl3544963,2475,
grapefruit juice,5243,
l-745 -870,1815,
azelnidipine,51053|367,
thiazole carboxamide derivative 24,5163,
iowh032,1080,
heteroaryl-azepine derivative 7,3358,
insulin-aspart,3630,
staurosporine aglycon,4137,
clp-1004,796,
pf-885706,3360,
pitrakinra,3566,
chembl3545148,7442,
pyrrolidinyl urea derivative 10,4914,
chembl373742,553|554|552,
pmid27414413-compound-figure8right,116085,
tcmdc-123528,4780|3248,
gnf-pf-4814,2740|79915,
chembl2108675,3566,
pmid26394986-compound-44,6774,
benzonaphthyridine derivative 1,5163,
centaureidin,3417,
chembl1743044,1437,
beauvericin,596,16297711
chembl571948,9475|6093,
chembl1200828,1128,
diapep277,7097,
imo-3100,54106|51284,
inolimomab,3559,
chembl1200879,79001,
gnf-pf-2059,10919,
ezetimibe / simvastatin,10599,
d-alanine,5999,
cyt-013-il1bqb,3553,
carboxamide derivative 7,824,
chembl1084172,154,
bidentate pyrazolopyrimidine acetamide analog 3,706,
ay-9944,1565|1576|1557,
pmid27376512-compound-figure3cn,1788,
e-64c,10919,
chembl604710,774,
dna vaccine - university of southampton/inovio,7490,
cwp232291,1499,
pmea,10257,12695538|10470083
gnf-pf-4291,51053,
heteroaryl-carboxamide derivative 7,5163,
azaindole derivative 1,25,
resorcinol compound 8,7299,
car-t cells targeting glypican-3 (gpc3),2719,
chembl2109191,941,
psi-697,6403,
pratosartan,185,
mvi-816,55,
afeletecan,7150,21547368
isoquinoline derivative 4,6093,
anticoagulant,10468|4353|3952,15128279|11391722|11052823
vb-111,355,
mrg-201,406947|358,
xen-d0103,3741,
us9434727 - 40,5950,
oxtriphylline,5139|5141,
chembl551064,3480,
pmid25435285-compound-45,2912,
trifluperidol hydrochloride,3757,
chembl1743003,8795,
beta-phenyl-alpha -beta-unsaturated carbonyl derivative 1,7299,
chembl2108336,2740,
plasminogen concentrate,5340,
chembl3545139,1432,
chembl539843,3269,
b-raf/vegfr-2 inhibitor raf265,3845,25199829
gsk-557296,5021,
pervilleine f,5243,11754602
tofisopam,367,
tagraxofusp,3563,
chembl3707396,5027,
chembl2103991,5468,
rhodamine,367,
gpa-trimar-t cells,6490,
chembl459505,1592,
podocaric acid,5999,
dm-99,3643,
scandenin,7398,
pyridine derivative 11,7422,
setmelanotide,4160,
haliclonadiamine,2034|3091,22928967
pmid25399762-compound-table1-c8,4129,
rpi-78m injectable,1137,
pmid25416646-compound-figure5-c,5467|5468,
brodalumab,3605|23765,
ethynyl compound 4,2915,
meclofenoxate,1544,
spiradoline,367,
flavonoid derivative 5,6774,
pmid29649907-compound-21,9971,
chimeric natriuretic peptide,4882,
ro-0505082,367,
erythropoiesis-stimulating agent,2057,
dac-060,3064,22416777
dp-b99,4318,
tetrahydro-nad,3939,22417091
ve-821,546,25593184
u3-1565,1839,
gamma-homolinolenic acid,5742,
incb9471,1234,
bgc20-1531,5734,
pmid28051882-compound-xiv,27346|10280,
chembl348475,5243,
chembl1200491,3269,
elomotecan hydrochloride,7150,
pmid25666693-compound-114,7442,
pyrrolidinyl urea derivative 6,4914,
lxh 254,5604,
chembl1201604,931,
chembl1823681,1814,
pmid29671355-compound-47c,9759,
tadalafil,5141|8654|1577,18695978
tcmdc-124321,8912|3417,
mdx-447,2209,9435876
nrp290,4988|4986|4985,
vtp-27999,5972,25893478
mpo,821,11818449
meprylcaine,1565,
carbamide derivative 4,3614,
sulfonylated piperazine derivative 1,1268,
sj000200944,10919|3417|4088,
icofungipen,7064,
pmid28766366-compound-scheme8ncgc-00185981,1859,
pmid30185082-compound-55,27346,
pyrido[3 -2-e][1 -2 -4]triazolo[4 -3-a]pyrazine derivative 1,10846|3757|5138,
slx-4090,4547,
acetomenaphthone,51053,
pyrazole derivative 34,1268,
benzoyl-piperidine derivative 1,3356,
dndi1417692,6311|4780|317,
isopimaric acid,2561|2554,21793559
tetra-hydro-imidazo[1 -5-d][1 -4]oxazepin-3-yl derivative 1,2912,
chembl2105719,2064|1956|2066,
pmid26924192-compound-31,23476,
fused heterocyclic compound 6,7498,
thyroglobulin,627|3553|567,8895887|2788696|9609129
t-226293,2847|1718,
adl7445,4988,
auranofin,3551,
mephobarbital,367,
pco371,5745,
pmid17935984c1,4322,
chembl269732,2280,
pmid27998201-compound-13,1508,
pyrazole derivative 37,1268,
s-0509,887,
f-16-il-2 fusion protein,3371,
pf-06671008,1001,
us10040779 - example 1,5927,
gpc3-cart cells,2719,
pmid26004420-compound-wo2015017305e,3758,
chembl2178578,10803,
pmid27977313-compound-8,7296,
heteroaryl-azepine derivative 9,3358,
butylatedhydroxytoluene,760,
arabinofuranosylcytosine,4893|4914|7161,1394224|8509220|16505115
tretazicar,4780,
tak-242,7099,
fgf-6,2264,16617195
ni-0801,3627,
pmid27019002-compound-31a,1776,
chembl1337,3242,
chembl222460,3778,
pmid28092474-compound-33b,3065|10013,
ts01,716,
amv564,945,
adl-5747,4985,
bibw2992,1956,
minocycline hydrochloride,328|367,
azd1772//rdx5791,6550,
pmid26004420-compound-us20140275020e,3758,
altrakincept,3566,
pyrrolo-pyrimidine derivative 10,120892,
chembl2108258,6007,
peg-g-csf,1441,
l-triiodothyronine,1577|1543,1322573
car-cd19 t cell,930,
enbrel,7124,
gavilimomab,682,
chembl3182621,5605|5604,
hymenoic acid,27343|5424,18364258
piperonyl butoxide,216|7253|1576,
pyridoxamine,177,
anatibant,624,
chembl490665,4986,
pla d,23450,17643112
macrolactam derivative 1,51135,
chembl2360079,1813,
bis-aminopyrimidine derivative 2,3718|7297|3716|3717,
chembl1743054,7124,
thiazoline derivative 1,7299,
pmid25666693-compound-38,7442,
chembl2364624,8694,
chembl1237065,4988,
arg098,355,
voacamine,5243,24720452
v934/v935,7015|7011|1736,
chembl2109084,5340,
metabutethamine,2539,
chembl3545035,3360,
chembl2364611,7046,
kd3010,5467,
mf tricyclic,324,23843721
chembl2010601,1080,
selodenoson,134,
cyclopentane carboxamide derivative 1,5547,
apd-597,139760,
isoquinoline sulfonamide derivative 2,6093,
quinazoline derivative 1,1803,
serdemetan,7157,21831953
pmid27109571-compound-11,2167,
gnf-pf-3702,10919,
nerviano,9212|6790,20621725
sb-732881,7525,
au105,2064,
s2901,6004,
amidopyrazole derivative 4,51135,
chembl1200617,2908,
ac1lddoq,5153,
chembl1201640,3643,
chembl460702,4233,
chembl1589,3767|6833,
sj000072878,2740|3417,
calothrixin a,7150,19203291
ferbam,367|6256,
antidepressant drugs,6581,15121658
chembl1046,5340|5327,
ilv-095,50616,23205338
pmid26004420-compound-wo2013028474c,3758,
chembl2108431,7040,
d-amphetamine transdermal,134864,
us8889696 - staurosporine,415116,
ecg,4843,12081242
mb07811,7068,
nn5401,3643,
as602868,2322,17330097
pyrrolo[2 -3-d]pyrimidine derivative 10,983|1019,
goniothalamin,558|7514,25305718|20381347
ati-2042,796,
pmid29649907-compound-26,9971,
t-2007,2567,
yscma,1803,
chembl2028987,2798,
dv-1179,54106|51284,
us8921389 - 1,54583,
iproniazid sulfate,7421,
cid 3241690,1544,
nelfinavir mesylate,367|1576|6311|6097|4780,
chembl1963684,2057,
phenidone,29127,
caf-01,220972,23720661
tetra-hydro-oxazolopyridine derivative 3,2915,
dexmethylphenidate hydrochloride,6531,
chembl3545361,2264|2260|2263|2261,
abbv-2222,1080,
ac-262271,1128,
dihydropyridine compound 1,5979,
chembl3544928,695,
velimogene aliplasmid,3106,
oxapium,2648,
pmid25522065-compound-39,2847,
rxdx 101,238|6098|4914|4916|4915,
o6-[3-(aminomethyl)benzyl]guanine,4255,22932317|18973327
tak-272,5972,
chembl2205230,6608,
afloqualone,367,
tg-100435,6714,17113292
mk-866,240,12967948
kpt-330,7514,24631834
heteroaryl-azepine derivative 3,3358,
isoxyl,6319,
jes-9501,590,
pmid25980951-compound-17,329,
cz-48,7150,
cyclic crypeveic,5300,21545152
mrs-2179,10919,
cpuy201112,7157,26743233
chembl846,7421,
phenylsulfonyl derivative 4,11255,
qaw-039,5729,
pmid25470667-compound-bay744113,8694,
gf109203x,11011,27694828
chembl981,5465,
isoxaben,5467,
ac0010ma,1956,27573423
anti-cd30-car t cells,943,
nobilamide b,7442,21524089
pmid27387065-compound-6,134,
sergeolide,3725,19199792
bpx-601,8000,
slv-334,4311|1889,
girentuximab i-124,768,
sodium bicarbonate,8912|3752,
ban2401,351,
gnf-pf-4328,196,
ly333531,5579|64146,
urea and carbamate bioisostere derivative 3,3614,
cphpc,325,
iph-2102,3803|3804,
chembl3544941,11251,
antihypertensive agent,4852,1376817
chembl3545019,5467,
tcmdc-123502,3757,
chembl1200635,2908,
azd9496,2099,
cyclopropane 1-carboxylic acid derivative 5,8564,
bi-836880,7422,
chembl1201109,2908,
chembl3545425,7272,
abx-il8,3576,
pmid27336223-compound-13,5916,
nonyl 4-hydroxybenzoate,367,
tricyclic heterocycle derivative 2,3718|3717,
syl040012,154,
mvap53,7157,
resorcinol compound 1,7299,
chembl2109540,255738,
vby-129,1520,
aesculioside iiia,7150,20371180
chembl3545117,1432,
icotinib hydrochloride,1956,
re-188-p-2045,6752,
pmid27977313-compound-39,7296,
chembl1587,6559,
pmid27109571-compound-19,2171|2167,
diarylamine and arylheteroarylamine pyrazole derivative 2,3356,
hu5f9-g4,961,
zinc 02058890,367,22047606
chembl2096642,5139,
cct070535,324,20610623
trp-2,1437,15603192
chembl513909,5347,
flovagatran,2147,
chembl465,1268,
bms-986016,3902,25755681
jsi-124,5789,26267899
chf-4227,2099,
gnf-pf-2133,2194,
vm-26,4363|92815,9865734|8620504
kos-2484,3320,
mln-2704,2346,
cp-609 -754,2342|2339,
chembl1201627,3643,
pmid27977313-compound-5,7296,
s-707106,3643,
cyclopropane 1-carboxylic acid derivative 7,8564,
ssr240600,6869,
chembl362558,2932|2931,
her2-car t cells,2064,
cefoxitin,10257|1244|8714,22166395
moxidectin,1178,
schembl15295829,9294,
sophoridine,7150,21807514
cell surface antigens,3600,16129046
chembl1201732,1813|3356,
chembl2110618,5724,
isis 325568,2642,
avn-322,3362,
pyrazoline derivative 4,1268,
clomifene,2099,
cc-930,5599,
anticarcinogenic,7498|4255,15686439|12517412
l-mdam,1719,
car-t cells targeting cd56,4684,
piperazine carbamate/urea derivative 5,11255,
pmid25726713-compound-57,6608,
gnf-pf-860,9367|79915|672,
chembl1200795,3269,
chembl1097999,4214|5604,
g1t28-1,1019|1021,
chembl635,2908,
nal-glu,2796,
clemastine fumarate,6311,
xr9051,5243,
hirsutinolide-13-oacetate,6774,26331426
nelarabine,5422,
pmid26004420-compound-us20140336177e,3758,
benzothiazole analog 2,7299,
rq-00000007 (oral),5734,
pmid26004420-compound-us20140309213a,3758,
pbf509,135,
pmid27967267-compound-39,43,
byakangelicin,23621,22222157
protein tyrosine kinase inhibitors,2208,11202232
aminopyrimidine derivative 10,29110,
cg201,2796,
cgs 20267,653509,12519892
pmid27537201-compound-figure15b,3156,
gsk-2018682,1901,
phenyl isatin,216,
pd-168 -077,1544,
chembl1743049,5156,
glutaconate,10873,19595601
il-11,2670|5294|4654|332|5290,10737606|8641341|11576464|14734714
talinolol,1244|5243,18334920|22725663
chembl1200374,1588,
luteinizing hormone,2670,12169773
aminopterin,4609,11410244
rdea-684,116085,
pimaric acid,5914|1559,24799257
mpc-0920,2147,
peptide analog 51,1803,
elbasvir,282617,
plant sterol,348,16677856
gnf-pf-1577,672|51053,
gsk2606414,9451,22827572
chembl384304,1017|1019|983,
chembl3301627,6550,
gs 9667,134,
gnf-pf-4431,3757,
vx-15,4311|10507,
v158866,2166,
ngd-8243,7442,
ip10 c8,1803|290,
srt2379,23411,
quinoline and quinazoline derivative 7,7422,
pmid25399762-compound-table 6-14,1776|4129,
low-dose oral interferon,3439,
denufosol,5029,
mk-3475,5133,
chembl1090488,4160,
gw874091x,7525,
daidzin,672|79915|4864,
ly-334370,3355,
vanilloid,4908,15659614
pmid25656651-compound-28b,25,
zarnestra,2224,
tiprelestat,5657|1991,
pmid25666693-compound-5,7442,
pralnacasan,834,
ifabotuzumab,2042,
chembl1200799,5737,
bis(2-ethylhexyl) phthalate,216,
chembl1743081,3596,
rnf43-721,54894,22977472
human coagulation factor x,2159,
benznidazole,5617|6898,2129270|17678649
a-1210477,5290,27974663
fsh-gex,2492,
sarilumab,3570,
sulfones,4353,6321539
frangulin b,7153,20561793
ykp-1358,1813|3356,
lidorestat,231,
alagebrium chloride,177,
xanthoangelol f,6311|9682,
nktr-102,7150,
lu aa24493,2057,
ro5520985,7422|285,
azaindazole derivative 1,120892,
chembl1240,1128|1131|1129,
imidazole derivative 4,1268,
indoline derivative 19,7422,
chembl2109583,3371,
pmid27788040-compound-5c,387129,
gnf-pf-4276,51053,
amg 176,4170,
tcmdc-124064,10919|3417,
neugranin,1440,25535738
chembl2108063,920,
acc-001,351,
ets-6218,55806,
tcmdc-124242,6197,21488662
benzamide derivative 13,5027,
v-950,351,22292124
peg-interferon lamba,3588|163702,
hu-308,2741|2742,20346682
pmid28092474-compound-33o,10013|3065,
dezapelisib,7301,
car-t cells targeting cd34,947,
gnf-pf-1938,51053,
sulfamic acid ester derivative 1,3620,
mrs-1845,10919,
chembl2037511,5021,
pmid27215781-compound-4,1269,
chembl3707293,7442,
asa,2638,17555340
debio 0827,4311,
sulthiame,760,
chembl2105648,5916,
osi-461,8654,
benzydamine,1544|1565,
pmid27977313-compound-27,7296,
car-t cells targeting mage-a1,4100,
chembl3545413,25,
benzamide derivative 15,9536,
afm24,1956,
endomorphin-1,4988,22724433
sj000040837,200316|10919,
herniarin,3028,
cvt-3619,134,
us8933228 - 3,3055,
e-flupentixol,1544|1576|7157,
pyridine derivative 15,2915,
cph-102,142,
lymphokine-activated killer cell,8190,15386421
cytosporone b,3164,18690216
hmpl-523,2120,
pamoic acid,2237,
dsg,940,15561287
stn,7498,9367530
jw55,324,22440753
bi-847325,673|4893|9212|3845,25873592|27496137
amg 747,6536,
pentaerythritol tetranitrate,216,
indazoletriazolephenyl derivative 2,3654|51135,
deltibant,624,
chembl1201163,4988,
pmid27967267-compound-47,43,
pyrazolo[1 -5-a]pyrimidine derivative 26,4914,
clindamycin,1577|8856|3106,18695978|27527109
chembl3545093,5465,
imgn289,1956,24423618
chembl93747,5468,
pmid28454500-compound-95,50865,
isoxazoline derivative 3,2166,
nsc-123138,3832,21344920
ioflupane i-123,6531,
chembl3545014,11251,
aryl 1 -2-diamine derivative 1,3620,
chembl1201,1813|3356,
pmid27537201-compound-figure11,3156,
xmd8-85,5598,21412406
rbc,3481|3911,16192690|9763582
mk5108,6790,
chlorpyrifos-methyl,7421|4780|2648,
ox40 ligand,1437|6352,12496388|12161277
u-0124,216|7421,
chembl1201561,3455|3454,
azetidinyl-piperazine derivative 2,11343,
ac1lfgwu,22933,
nusinersen,6607,
gancaonin l,5468,20022509
cromoglycate lisetil hydrochloride,3778,
deca-1 -9-diene,5467,
lc-150444,1803,
chembl3545382,6850|3718,
chembl559,7068|7067,
chembl1743076,3674|3690,
fgi-101-1a6,7251,
pmid25435285-compound-38,2912,
pf-05230907,1956,
diazepinone derivative 5,2915,
lm-030,9622,
piperonal,4129|367,
peldesine,4860,
chembl1676,2908,
rg7129,23621,
lassbio-1182,29127,
trn-157,1131,
sun-k0706,6714,
pmid28092474-compound-33m,3065|10013,
teduglutide,9340,
chembl1287853,2322|3717,
alw-ii-41-27,5979,26046350
us9453017 - 1,5337,
pmid25666693-compound-109,7442,
gnf-pf-4156,5347,
btrx-246040,4987,
ghrelin,2693,23816043
chembl1231124,3717,
delphinidin,3791,
jvs-100,7852,
chembl2105712,2066|2064|1956,
l-3 -4-dehydroproline,55662|54583,21665470
saralasin acetate,185,
imidazo triazine derivative 2,5138,
us8933228 - ref 2,3055,
iddbcp-150101,4160,
ccx872,729230,
chembl1951575,5729|11251,
chembl1404,6331|6329,
menadione sodium bisulphite,367,
chembl257704,3356,
dopamine agonists,6580,
avid100,1956,
epitestosterone,367,
oleclumab,4907,
epoxysuccinate derivative 1,824,
mdx-1203,970,
topoisomerase-ii inhibitor,5291,12874004
mva-bn-her-2,2064,
us8536181 - c14,54583,
tgfk08aa-er,3350,
pmid28270010-compound-figure16-a,4914,
us8481733 - 95,10188,
lucidumol a,9971,22014750
avn-944,3615|3614,
mmv007474,3757,
intercalating agent,3146,2914585
pki-166,1956,22018877
r343,6850,
lescol,3417|10002,
glp-1,2740,
qav-680,11251,
amfetamine transdermal,6531,
alirocumab,3949,
piritrexim,1719,
pmid26161698-compound-44,8317,
chembl3301610,1019|1021,
pmid25553724-compound-us2011803494010,4791,
chembl3833309,23621,
nt0202,134864,
pmid25684022-compound-wo2011137219 38(5-7),5163,
mycophenolic acid/nucleotide derivative 12,3614,
nitroblue tetrazolium chloride,367,
anesthetic agent,1906,9585305
indoline derivative 14,7422,
spermine tris-2-napg,7852,23434419
chembl1200853,5241,
pmid27019002-compound-43b,1776,
chembl1201825,7422,
chembl3545094,7421,
pf-00337210,3791,23835340
methapyrilene,1565,
chembl1152,2908,
pmid30259754-compound-pyrrole[2 -3-d]azepines,9971,
chembl1200980,2099,
rufinamide,10951,
miltefosine,5243|5319|5290,11355955|16752184
pyrazole derivative 74,3356,
chembl1201162,760,
mpdl-3280a,29126,24829850
dihydrosphingosine,3569,10022508
dp-4088,2147,
tcmdc-125472,4780,
chembl129857,2322|3551,
wt-1 analogue peptide vaccine,7490,
fluoroquinolone,7155,
pyrazolo[3 -4-d]pyrimidine derivative 1,5138,
tst10088,4313|4318,
exherin,1000,
chembl2216870,5293,
gantacurium chloride,1137,20216393
piperazinyl methyl quinazolinone derivative 2,27346,
chembl2108739,7124,
pmid25772215-compound-wo2012177618m4,5732,
tricyclic indole compound 14,706,
anti-cancer agents,4914|2064,8509220|15300809
pmid28092474-compound-32p,10013|3065,
aminoazetidine derivative 4,1268,
urokinase-type plasminogen activator,5290|5291,11865026
chalcone derivative 2,50865,
chembl1174,3674|3690,
caldaret hydrate,6366,
chembl3301622,2322|558,
amt-060,2158,
anileridine,4988,
e-2609,23621,24556009
fructose,3795|2272,24915143
heterocycle-containing compound 3,2642,
diamine derivative 1,7299,
fanetizole,367,
gw784684x,7525,
p-7170,5294,
chembl3707280,768,
periciazine,367,17606915
chembl1200953,2908,
chembl953,1312,
ispaghula,1133,
spc-3042,332,
racemetirosine,5965,
t3d-959,5468|5467,
chembl728,1813,
pmid25684022-compound-us20130053382 36(3-5),5163,
pmid27019002-compound-43c,1776,
chembl429317,1139,
chembl1230065,1432,
rocuronium bromide,367,
bms-986205,3620,
mtor kinase inhibitor azd8055,2475|3265,27279227|26544513
amosulalol,152|155,
bicyclic heteroaryl amide derivative 1,5027,
pmid25666693-compound-45,7442,
us9434725 - 285,415116,
sj000032150,51053|4780,
pmid27599163-compound-81,706,
ssr-181507,1813|3350,
van-10-4-eluting stent,5594|5595,
us9567304 - compound f-54,780,
flx-787,7306,
nsc-28620,994,22524450
mln8237,6790,
sulfonamide derivative 10,116085,
efpeglenatide,2740,
tricyclic pyrrolidine derivative 4,3358,
epoxysuccinate derivative 2,824,
chembl240597,9971,
gene therapy - ifn-b,3456,
chembl2109252,916|915|917,
lactic acid,367,
bavencio,29126,
mt203,1437,
yt-146,136,
chembl3542265,367,
aes-103,3043,
chembl2105682,2159,
atorvastatin lactole derivative 1,3156,
bct303,7068|7067,
recombinant nematode anticoagulant protein c2,2158,
indirubin-3'-monoxime,983,16680159
o6-benzylguanine,1555|1544,7503788
dndi1417443,23435,
ta-270,240,
tensirolimus,2064|207|4771,
ica-69673,3785|3786,19949402
olsalazine,4221|4297,
bax-817,2155,
pepticlere,351,
iopamidol,367,
bdbm50011552,9448,
bay 94-9343,10232,
pmid27967267-compound-13,43,
us8586571 - 12,5950,
a-3309,6555,
chembl197669,135,
xp-23829,4791,
cd19 redirected autologous t cells,930,
pmid26924192-compound-52,92737,
go-y022,4780,23742639
chembl3039522,329|330,
cart22 cells expressing anti-cd22 scfv tcrz:41bb,933,
valerian,1576|1571,17214607|15900287
esterified estrogens,2099,
pmid28394193-compound-49,2146,
ampiroxicam,367,
rituxan hemotalogy/oncology,931,
flt3/abl/aurora kinase inhibitor kw-2449,2322,22858906
lipidyl pseudopterane a,5770,19061360
mmv007181,3757,
isis-gccrrx,2984,
contigoside b,231|1636,
pmid27744724-compound-6,4170,
n-oxalyl-d-tyrosine derivative 7,390245,
nitd609,140|3757,
chembl1082607,154,
pmid29649907-compound-14,9971,
n-alkylamide derivative 2,2915,
jnj-10229570,4161,
bicyclic heteroaryl amide derivative 3,5027,
affinitac,5578,
ad5cmv-nis,6528,19773744
picolinamido propanoic acid derivative 3,2642,
dexlipotam,5162,
aav2-hfix16,2158,21106988
gracilin a,1956,19601607
tricyclic indole compound 1,706,
chembl3545415,799,
dorsomorphin,7525,
vinca alkaloids,5243,11850258
quinoline carboxamide derivative 1,6774,
chembl3544939,2912,
chembl1200710,3064,
mycophenolic acid/nucleotide derivative 9,3614,
pmid27215781-compound-30,1269,
chembl1200436,367,
chembl2109653,3552,
chembl1808388,6524,
cvx 096,2740,24630478
piragliatin,2645,22809456
probucol,3757|19,15043509
prx-08066,3357,
chembl1615374,3350|3064,
orsellinic acid - ethyl ester,1576,
cerivastatin sodium,367,
chembl1083659,3062|3061,
chembl1715,5468,
aromatic bicyclic compound 6,6714|3717,
chembl1200934,5241,
pmid26004420-compound-u2014s0288042a,3758,
xl550,4306,
tcmdc-125536,29994,24304323
tka-731,6869,
unii-r228s06soh,9294,
ngd-4715,2847,
tcmdc-125561,2237,
dipyrone,1557|10,25241292|26111152
pmid25991433-compound-e2,5599,
biib095,6335,
chembl2107890,930,
emz701,3454,
chembl1201659,3269,
sh-1242,3845,26645561
chembl3545289,1268,
chembl2392545,5347,
chembl218166,3350|1813,
cetylpyridinium,4088,
hydroxy amidine derivative 1,3620,
isoxazole-based bicyclic compound 9,92737,
dcccyb,6536,24900218
rm-493,4160,
cart22 cells,933,
cntx-6970,729230,
amd3100,7852,11581376
tcmdc-135909,1576,19284751
us8975409 - comparative compound b,9294,
testogen tds,367,
chembl2108681,51561,
dicyclomine hydrochloride,1576,
juvidex,3482,20927486
ushstat,4625,
bimatoprost (free acid form),5737,
ktn3379,2065,26064441
opium alkaloids and derivatives,1136|1138,20725741
imidazo pyridine derivative 5,387129,
gsk1572932a,4102,
pmid30273516-compound-37,2744,
chembl1628569,3350,
pmid27539678-compound-4,22943,
ascorbyl palmitate,328|5467,
ccg-50014,1131,
flurogestone acetate,367,
pmid27967267-compound-neotuberostemonine,43,
cs-0777,1901,
thiazole carboxamide derivative 15,5163,
