drugName,entrezGeneIds,pubmedId
peptidomimetic analog 2,6774,
meclofenamate sodium,1576|1559|51053|5743|3091|5742,
chembl3545366,5293|5294|5290|2475|5291|23533|5295|8503|5296,
n6-methyladenosine,59350|79915,
chembl612,6531|6571|9,
benzene sulfonamide derivative 2,8564,
ozarelix,114814|2798,
fenoterol hbr,60482|154,
imidazo[5 -1-c]pyrido[2 -3-e][1 -2 -4]triazine derivative 8,5138|10846,
chembl1742428,11251|3352|3351,
honokiol,2548|6256|60482|1269|6311,20695472
vitamin d,2638|3385|2959|1591|5251|3554|2641|5803|846|7421|3162|3429|632,761406|10891379|9013769|7876247|15225763|15951631|12579406|12193704|6250216|10809755|8780248|7917316|8961271|11353809|7489414|12649563|9037942|15225803|15086558|8990171
almorexant,3062|3061,
carboplatin-taxol regimen,2064,
gnf-pf-4590,79915|10919,
tyverb/tykerb,1956|3614|2064,
ccx832,1240,
tb-402,2157,
fr-79620,4889,
chembl254219,476|486|477|482|480|483|478|481,
isoquine,1565|1576|3757,19222165|19284751
atacicept,8741,
chembl2108887,7124,
chembl3265032,6850,
tricyclic isoxazoloquinazoline derivative 1,9451,
mk-0249,11255,
irofulven,672,17229870
rogaratinib,2260|2261|2263|1956,30807645
lam-002,200576,
activin,796|7490|5291|5294,17964731|11018519|12606325|16643884
tm30338,4887|5540,
pmid25666693-compound-39,7442,
azole derivative 5,2166,
mesothelin-targeted t cells,10232,
chembl574738,2322|5979,
us8933095 - 1,51166,
mineral oil,4072,14741172
ajmalicine,153,
oc144-093,5243,
mor-202,952,
chembl3545212,4233,
cid 27456,9290|2859,21950657
pmid25468267-compound-46,23081|9682|390245,
beta-phenyl-alpha -beta-unsaturated carbonyl derivative 14,7299,
jnj-18038683,3363,
benzhydryl 4-hydroxybenzoate,2099,22647217
endosulfan,367|3576|6097|2099|4780,
acetanilide,3028,
vitamin k,8529|3569|1511|355|5741|7421,28262345|27061505|29252193|27462768|18841274|29273767|28521079|27488389|19297519|12053098|1440518|10930097|11564701|1336373
methoxychlor,4780|5468|216|367|6097,
bicyclic heteroaryl benzamide derivative 8,4914,
pyrrolo[2 -3-d]pyrimidine derivative 19,695,
protein phosphatase inhibitor,335|4780|1017|581|6696,12952980|12446695|10854062|11883953|11818502
naftidrofuryl,1576,
ca-4948,51135,
coumarin/resveratrol hybrid derivative 2,4129,
chembl2178422,10203,
five membered heterocyclic benzamide derivative 1,4914,
gnf-pf-4542,29994,
gsk-923295,1062,
undecylenic acid derivative 1,823,
chembl1201013,5743|5468|5742|240,
sumanirole,1813,
idm-2101,1048|4102,
aesculioside iva,7150,20371180
chembl3545157,2932,
anti-meso-car vector transduced t cells,10232,
pmid25991433-compound-f2,5601|5599|1432|5602,
dndi1317721,3320|10919,
acth,2516|3949|7170|627|1565|7057,12239114|12530657|11956163|17877367|16330021|12571407|8698834
pmid25553724-compound-us2011799419010,4791,
tcmdc-124224,1544|7157|7398|1565|641|2597|834|216|4137|7421|5965,
chembl1201611,3643,
ly-2334737,6241,
ghrp-2,2693|5226,
pmid25991433-compound-o2,1432,
pmid25666693-compound-110,7442,
diethyldithiocarbamic acid,4842,9154347
cht-25,3559,
chembl1200425,4129|4128,
sr13668,10000,
procaterol hydrochloride,154|3091,
piperazinyl norbenzomorphane compound 1,27346,
thiouracil,4842|1906,10967532
pyrazole derivative 65,6774,
tcmdc-123961,251,
isoquinoline sulfonamide derivative 1,6093,
sj000113211,29994,
butonate,367,
savolitinib,4233|1956,28644771|27694386|25779944|28396313|31315834
cinnamaldehyde,367|216,
tolylfluanid,367,
chembl2364618,7442,
lazabemide analog 1,4129,
pmid27977313-compound-30,7296,
pmid25514969-compound-13,10858,
pmid25482888-compound-18,1803,
bergaptol,3248|1576|51053,
chembl1201631,3643,
gnf-pf-2941,3757,
carbamide derivative 15,7422,
cd19 car-t lymphocytes,930,
fipexide hydrochloride,367|1576|4780,
triadimefon,2099|23435,
pmid26004420-compound-us20140031349a,3758,
gw8510,2932|8851|2931|1020,
l-750667,29994|10919|9682,
fus-1 tumor suppressor gene therapy - nanoparticle formulation,11334,
piperaquine,487,
vx-702,5603|23683|25865|1432|6300|6093|5600,
pf-05089771,6335,
chembl1743051,4233,
chembl710,6716,
azd9291,4233|3845|1956|2064|4893,27694386|27393507|27252416|25870145|27102076|24410791|24893891|27959700|25923549|26286086|25948633|25939061|26206867|27216193|28343545|27435396
pyrrolo-pyrrolone derivative 2,23476,
gsk-2315698,325,26225229
gnf-pf-793,154,
elsamicin a,4609,14529449
sj000157363,4088|3757,
ace inhibitor,6517|348|831|3576|5599,12215475|8622594|12105166|15585195|11159730|9846973|14615289
hemoglobin raffimer,3043,
ari-2243,1803,21106865
dienochlor,7068|51426|7421|328,
andecaliximab,4318,
fampridine,6582,24433361
benzimidazole derivative 7,7297|3718|3716|3717,
rg7342,2915,
pmid26099857-compound-wo2011037610formula(i),6578,
cd7.car/28zeta car t cells,924,
gdc-0152,331,
mersalyl,2648|7421,
ep-01492,2693,
pmid29649907-compound-30,9971,
gnf-pf-4665,200315|10919|60489,
flourouracil,1806|7157,16243804
go-y015,3725,21504179
abt-413,6711,
chembl1200408,495|496,
cart-muc1 cells,4582,
nsc-747268,367,
tetra-hydro-pyrrolopyrimidinedione derivative 1,1991,
ds-3801,2862,
pyrazole derivative 59,1268,
refametinib,5604|2776|5728|5781|5605|3845|673,26582713|23434733|27975152|25294897|19706763
pmid28092474-compound-33d,10013|3065,
chembl2109367,3559,
chembl3039530,154,
pmid29130358-compound-figure11(3),4313|7299,
chembl462018,10000|208|207,
biib 023,8742,24135629
chembl2016681,4889,
cefamandole,1244|10257|8714,22166395
chembl3544964,5595|5594,
dipyridyl,861|29994|10919|865,
nn8765,3821,
n-quinolin-benzene sulphonamide derivative 3,4791,
cd33-specific gene-engineered t cells,945,
r547,5925|7157,17121911
niravoline,4986,
fe-202767,5021,
pmid28270010-compound-figure5-1,4914|4916|4915,
karanjin,1576|3028|1565|7253|1559|1557,
benzazepine derivative 5,3358,
polyhydroxy benzamide derivative 1,7299,
chembl2109397,57124,
tcmdc-123869,1576|6311|3028|1559|3417|1557|1565|4137,
mehd7945a,2065|1956,
chembl866,3615|3614,
mgd009,80381,
six-membered heterocyclic benzamide derivative 5,4914,
gsk-586581a,7525,
jnj-16259685,6607|6606|1576,
gw580509x,7525,
va111913,552|553|554,
chembl2105747,135,
ly-2590443,6869,
betais-sulfonylamino derivative 1,9536,
akti-1/2,2064,18725974
chembl2107856,7015,
chembl608,19,
chrysen-6-ylamine,51053,
doxorubicinol,873|85413,19016765|17559346
clr-1404,5294,
pyrazolo[1 -5-a]pyridine derivative 1,4914,
l-765314,7066|3028|1576,
nkr-2 cells,22914,
racepinephrine hydrochloride,390245|154,
gdc-0623,5609|3845|5604|5605,23934108
osi-027,79109|64798|5728|84335|5290|3845|253260|2475|64223|57521,21673091|26725216
azd-6765,116443|2905|2906|2904|116444|2902,
imidazo [1 -2-a]pyridine compound 1,29072,
bis-aminopyrimidine derivative 4,3716|3717|3718|7297,
desferrioxamine,5243|7490|7321,12514119|12738801|9694900
nifuroxazide,387129|216|3417|4780|4137|4286,
ap-301-ih,7124,
cyclopropyl-spiro piperidine derivative 1,6335,
r763,9212|6795|6790,
heteroaryl-azepine derivative 6,3358,
chembl3137353,93,
chembl3545036,2915,
propoxyphene,4988|4986|4985|1577,18695978
cordycepin,100|2641|1791,24283924|8354260
dndi1417155,1557|1559,
indoline derivative 21,7422,
chembl2108144,958,
chembl1200787,150|152|148|147|151,
azd4635,135,
otx-015,6046|92737|23476,
pegvaliase,5053,
imo-8400,4615,
reslizumab,3567,
chembl19019,4988|4986|4985,
sobuzoxane,1576|10919|7066,
kps-0373,7200,
biib068,695,
chembl1950649,135,
pha-848125ac,1029,23347136
phenazine-2 -3-diamine,320|5347|774|4137,
cyclocitrinol,2835,18656987
unbs3157,7153,17658777
indinavir sulfate,367|9682,
pmid27376512-compound-mtc-433,1786,
tcmdc-125480,5423|387129,
p-9808,3145,
pmid25399762-compound-table 6-9,1776|4129,
xanthophylls,2944,15355982
benzimidazole derivative 6,4914|238,
pyridine derivative 20,3815|5156|1436|5979,
us10065972 - example 560,51166,
tuberatolide b,9971,21142112
chembl3301672,7099|23643,
pmid29338548-compound-36,6536,
fisogatinib,9965,31575541
pmid25399762-compound-table1-c1,4129,
ly-2216684,6530,
gw642125x,7525,
hum-195-ac-225,945,
triparanol,51053|5467|367,
berkeleytrione,834|4314,17970594
chembl2106841,1269|1268,
carbamide derivative 10,3614,
ds-8273,1816,
pmid28092474-compound-32n,10013|3065,
somatotropin,2158|3481|5340,7493602|9834461|15760670|2143511
aesculioside iv-23e,7150,20371180
pmid25522065-compound-24,2847,
gw-42004,1269|1268,
pyrrolo-pyrrolone derivative 3,23476,
torkinib,5728|2064|5290,21358673|27197158
at-7867,3845|5290,24978597|20423992
morab-004,57124,
ifn alpha-2b,5610|7040,17501760|12567763
pmid25666693-compound-4,7442,
benzonaphthyridine derivative 2,5163,
angiotensin ii antagonists,1636|154|153|4846,11593098|12065207|22543981
via-3196,7068,
hydralazine hydrochloride,6607|5467|7157|390245|1576|6606,
tyrosine hydroxylase inhibitor,6530|627,7637592|11571589
e6201,5604|673|5728|2322|3265|4893,24448821|23039341|26822154
lirimilast,5144|5141|5142,18660832
hm-78136b,1956|2064,
chembl3707266,1021|1019,
zk-thiazolidinone,5347,
chembl3545076,6198,
carboquone,4780|3417|367,
rn-1,861,26837761
entolimod,7100,
pmid25522065-compound-21,2847,
pmid29671355-compound-22,3065|10013,
sdz-205557,1544|1565,
pmid25991433-compound-p5,5602|5601|5599,
humanized smart anti-il-12 antibody,3593|3592,
pmid28870136-compound-69,4907,
glpg-0634,3716,
gw5074,22933,20030343
vx-745,1432|6300|6098|5600|5608,17659871
chembl3545391,2908,
imidazopyridine derivative 7,9536,
m-0004,3360,
sb-742864,7525,
chembl1201773,64805,
humax-egfr,1956,
ecadotril,1565|1557|1544|1576,
flavokawain a,5243,22112540
orteronel,1586,
propargite,367|6256|4780|7157,
se-methylselenocysteine,10919,
naphthoquinone,836|4780|4128|196|4129,16699520|22071524
pyrrolidine derivative 5,2915,
zk-001,2811,
geminally-substituted cyanoethylpypazolo pyridone derivative 1,3717|3716,
pitavastatin calcium,3156|367,
pmid25399762-compound-table1-c25,4129,
pmid25399762-compound-table 6-11,4129|1776,
cyclic pyranopterin monophosphate,7498,
pyrazole derivative 17,1268,
gavestinel sodium,246,
alicaforsen,3383,
pmid25980951-compound-26,331,
benzo[d]oxazole derivative 4,50865,
chembl3545292,1080,
glpg-0492,367,
chembl1373,6531,
tedatioxetine,3359|3358|6530|6532|6531|148,
mmv396678,3417|10919,
total parenteral nutrition,6476|3559|1571,10712262|11895146|14744944
upadacitinib,1565,
ritanserin,367|54737|1565|4790|7421|3757|51053|2475|10951,
qax576,3596,
monocillin i,3326|3320,16499313
benzothiazine derivative 1,1025|5292,
vcl-1m01,3558,
celiprolol hcl,231,
tributyrin,7520|3949|5914|290,16000590|16188956|11593538|10629959
phosmet,4137|10919|7421|3248|5347,
chembl1201607,3688|3676|3695,
pmid29649907-compound-27,9971,
hucart-meso cells,10232,
inno-206,7155|7153,
chembl3545334,5465,
furoxan,1576|216|1544|7066|7157,
ati-9242,3356|1813|3363,
pmid25522065-compound-10,2847,
san-300,3672|3688,
beta blocking agents - selective,153|683,
az960,3717,24398328
tumor vaccines,959|2315,9205055|8543823
ro4927350,5604,21705440
gsk2118436,673,
thiazolopyridine derivative 1,7297,
prednisolone hemisuccinate,367,
chembl2103744,4988,
estradiol valerate/dienogest,5241,
acyl oxymethyl acrylamide ester derivative 1,7296,
amitraz,4780,
ralfinamide,774,
peg-sn38,7150|116447,
yw3-56,7157,25612620
pmid27998201-compound-22,1508,
pmid27539678-compound-16,8877,
chembl2105659,5320|5322|8399,
dazoxiben hydrochloride,29994,
fr167653,1991|1432,
nktr-181,4988,
pmid29473428-compound-70,3620,
cucurbitacin e,6774,20347305
vx-128,6336,
drugs used in nicotine dependence,1312|1548|1136|1138|4988,26555332|26132489|25950378|15007373|17224915
pmid28394193-compound-16,2146,
derazantinib,2263,30420614|27627808
fenhexamid,4780|367,
chembl2146110,1815|1814|3350|1813,
dithiodimorpholine,367,
protein kinase inhibitor,5788|5741|1649|627|5328,9473774|12007630|1735464|9133581|9579573
benzamide derivative 2,27346,
apap,1728|1026|2011,17188792|16330492|17654741
pri-724,1387,
us9340511 - 2,54583,
bupropion hydrochloride,3725,
heterocyclic derivative 3,2915,
ly-2608204,2645,
chembl1200874,6833|3767,
valacyclovir,1803,24185376
hemoclar,3990,2433786
mecetronium,3064|7398,
vinorelbin ditartrate,367|3725,
isatin,4780,
pf-4455242,4986,
theaflavins,5290|5294|6517,11591714|18591783
other general anesthetics,9429|4988,30136624
tnx-355,920,
pmid29649907-compound-int767,151306|9971,
cfz533,958,
vit-100,5111,
amg 529,432,
peitc,2950|7422|5599|1649,16921492|15856023|12819185|14635187
vb-201,5743|5742,
lu ae58054,3362,
recombinant factor viia pegylated liposomal,2155,
isoquinoline carboxamide derivative 1,706,
chembl1201488,6344,
chembl3545299,4233,
chembl1743010,57823,
gimatecan,7150,
prn1109,2261|2263,
chembl1743070,3569,
chembl271227,1586,
chembl3707354,1141|1137,
cdx-1127,939,
tgf-beta 2,1437|1432|1278|7049,9272212|15223827|1744125
bia 3-202,1312,
nsc-31884,3417,
debio1347,2263|2260|2261,
pmid27109571-compound-10,2167,
thioproperazine mesylate,10919|3417,
eosin,10498|80854|3276,18348515
pmid28394193-compound-34,2146,
opioid anesthetics,4988|9429,30136624
pmid27841045-compound-136,7498,
pmid28270021-compound-wo2015042088example4,4915|4914|4916,
ionomycin,5328|816|4780|5294|7052|627|3576|3164|921,1701176|12193581|15845548|15294043|9468542|9045668|12038986|7510691|16051191|9705872|7540861
arq-087,2260,
pmid30273516-compound-39,2744,
daniquidone,7155|7150|10,23912694
chembl289228,2342|2339,
ocaperidone,1813|3356|1490,
chembl495,5731|5732,
cell surface antigen,1356,9242695
gnf-pf-4945,5594|29994|216|3248|5347|10919,
chembl3182444,6790,
bupropion+naltrexone,6531,
paraoxon,367,
az8010,3265|2263|2261,22869148|23175443
autologous cell based gene therapy,4846,
chembl2041933,1111,
ep217609,2159|2147,
pyrazolo[3 -4-d]pyrimidine derivative 7,5979,
pmid25666693-compound-84,7442,
chembl1213490,10013|9759|3065|55869|51564|83933|79885|8841|10014|3066,
cyclohexyl carbamate derivative 4,7299,
demeton s,6256,
chembl2109271,2209|2064,
chembl2110814,2906|2904|2902|2905|116444|116443|2903,
pifithrin-alpha,7157|6606|6607|79915|1576,16862141
fluphenazine hydrochloride,10919|9682|3417|51053|7334|5893,
tanshinone i,10411|7398|6311|5423|5429|29994|9682|51426|4137|51053,
ono-7475,10461|558,
tcmdc-124296,1719|3073,25984755
bisantrene,5243,9816258
chembl1134,1144|1145|1134|1140|1146,
imidazopyridine and triazolopyridine compound 3,2915,
oleoyl-estrone,2912|2913,
flobufen,240,
bromodiolone,4780,
pmid25666693-compound-140,7442,
nxn-188,3352|3351|4842,
dndi1417300,216|79915,
bw-373u86,1559|3248|1576,
larotrectinib,4914|4916|4915,30204247|29606586|29466156|24162815|29610391|31605106|32315394|29920189|29623306|29880614|30624546|31905241
chembl2107869,3643,
chembl1201103,148|147,
gnf-pf-3889,367|3757|1565|3417|4780,24224763
beta-phenyl-alpha -beta-unsaturated carbonyl derivative 12,7299,
tcmdc-125066,29994|10919,
chembl1276308,5241|2908,
zanolimumab,920,
methyl 4-aminobenzoate,650,22041064
gl-0817,4102,
cid 670282,9367|6606|7157|6607|4864|79915,
bemesetron,3757|5999,
human cd19 targeted t cells,930,
adecatumumab,4072,
chembl1159650,2908,
pmid27376512-compound-table1example16,1786,
aminooxazole carboxamide derivative 1,3717|3716|3718|7297,
chembl2108027,2740,
iboctadekin,3606,
macrophage colony stimulating factor,4609,3877730
stilonium iodide,29994|58190|4780|23435|60489|367|200315,
plx9486,3815,
biib022,3480,
miripirium chloride,367,
corticotropin-releasing factor,1394|1395,
aurin,79915|3248|4286|51053|7421|7849|6311|1576|4780|2740|3417,
secramine b,998,16408091
efavirenz / emtricitabine / tenofovir disoproxil,1555,
mmv667492,3757,
anti-ctla-4 monoclonal antibody,1499,25970248
medi-565,917,
orphenadrine citrate,9682|10919,
chembl1201179,2064|1956,
ridaforolimus,2475|3845|5290,26725216|26187616
anti-ox40 mab,7293,
alitretionine,5915|5916|6257|6258|6256|5914,
chembl1201515,2690,
cizolirtine,796,
pmid28460551-compound-6,207|6714,
ccl2-lpm,729230,
xzk-monascus,3156,
benzimidazole and imadazopyridine carboximidamide compound 2,3620,
pmid25666693-compound-145,7442,
radiation therapy,5290|1956|29126,26589432|18386816|28476872
pf-05212384,2475|5290|4893|673|5295|6794|5728|7428|7157|5294|1956|3845|2064,12068308|21325073|24042735|17314276|14737113|23980093|25977343|24823695|16731747|19238632|23012248
pf-05082566,3604,
xen2174,6530,
shinjulactone b,79915,
modified ifn-beta,3454,
chembl1201160,154,
bromocriptine mesylate,387129|367|4780|10919,
angiotensin-(1-7),4142,
phenylpropionic acid derivative 1,5468,
five membered heterocyclic benzamide derivative 3,4914,
adrtvp-1,11010,
fenclonine,10919,
chembl744,6334|6336|6332|6331|11280|6329|6323|6328|6335|6326,
piperidine derivative 6,10280|27346,
benzidine,29127,
tetanus toxoid,1378|1437|958,2522842|8704175|9694951
dichlorodimethylstannane,4780|367,
fluorosalan,51053|3064|367,
chembl1763,6559,
tropolone,367,
chembl1201538,3643,
e-doxepin,1812|1544|216|1565,
bms-986189,29126,
premarin/trimegestone,2099,20838656
chembl1201557,3455|3454,
macrocycle derivative 14,1024,
vilaprisan,5241,
fx-007,4914,
desmethylenylnocardamine,390245,
chembl1201142,4129,
pmid25747044-compound-mirna,3921,
levomepromazine maleate,3417,
lm-cd45,5788,
chembl105060,6697,
piperacetazine,1813|1565|1544,
cnto 148,7124,
us9132129 - cpd002,11168,
doxil,5290|7157|673|3845,21216929|16243804
tcmdc-123781,5594|3757|3417|79915|7253,
chembl3545105,7852,
pmid26560530-compound-34,7052,
phenylthioacetate derivative 1,116085,
imc-3g3,5156,
mi-503,4869|4297|2322,27535106|25817203
lurasidone hydrochloride,3356|1813,
ly3321367,84868,
bvi-007,7066|4352,
chembl2103858,3360,
cep-32496,5979|673,22319199|28011461
isoxazole-based bicyclic compound 1,92737,
guggulsterone,9971|6097|2099|4780|367,
chembl3544917,116444|2902|2903|2905|2904|2906|116443,
ambunol,5347|216|10951|9682|3248,
eribulin,7275|1017|5241|2099|2100|2064,26006067
cid 5330286,1021|1019,
aryl sulphoxide imine derivative 1,3620,
pyrrolo[2 -3-d]pyrimidine derivative 23,695,
chembl1200400,5471,
chembl1773,7298,
cd138 car t cells,6382,
gnf-pf-3832,3757|185|7157|5315|2740,
tdr77593,51053|4170|10919|4137,
gnf-pf-1813,79915|4780,
fkb01md,3350|3352,
lysine,4089,27875625
pmid25980951-compound-18,329,
api-023,495,
chembl1200367,43,
sb-204070,1544|1565,
aesculioside iiie,7150,20371180
pmid26560530-compound-6,7052,
cystamine dihydrochloride,4137|54737|7421|10919,
dndi1417215,79915|4864|9367,
cart-her-2,2064,
mrk-003,4851|55294,25104330|17646409
pq-912,25797,24403873
chembl2108147,5340,
bt-063,84515,
trivalent influenza vaccine,1437,12409329
pf-06291874,2642,
nlg919,1284,
bgp-15,5599,
a66,5728|5290|673,23674493|21668414|26137449
chembl3545147,3551,
nitrous oxide,4524,18580170
dndi1417263,4864|79915|9367,
triclosan,367|6256|4088|4780|3248|3320,
triazolo-pyridine derivative 1,3716|3717,
zinc sulfate,5294|290|5290|4524|627|5291,15715661|14568236|14607573|16962724
azetirelin,7201,
mk-5108,9212|6790,
chembl1201490,2692,
volitinib,4233,
chembl1201039,6559,
chembl2108266,920,
ly2874455,2261|2263,23175443|28034880|21900693
ether,4852|4880|2993|1576|5594|6863,9696062|9721940|16989999|18427905|16081674|2421032
chembl1200611,4988,
air645,3566,
chembl3039540,351,
sb-215505,1576|1544,
aesculioside iia,7150,20371180
lx2931,8879,
us10022354 - example 151,5927,
plicamycin,1576|1544|1565|1557|1559,22931300
diethyl-2-pentadecylidenemalonate,2033|8850,21292492|18434144
bicarboxylic and tricarboxylic ethynyl derivative 3,2915,
ot-730,154|153,
bapineuzumab,351,
intravenous glibenclamide,6833|54795,
gsk2982772,8737,
nsc-139257,1544|10919|154|1557|23435|7066|5999|79915|4864,
cid 3241312,3028,
gerilimzumab,3569,
capmatinib,4233,25971938|32877583
mrl20,5468,
alk2 inhibitor ldn-193189,90,24705252
apd791,3356,
pf-00610355,154,
estradiol propionate,367,
pirenperone,410|3757|1812,
us9187437 - 24,1903,
n-(naphthylamino)-benzoate derivative 1,8644,
chembl772,6571,
tcmdc-125236,3757,
tg02,2322|1017,21860433
tcmdc-125465,3791|79915|51426|2322,
plx-5622,1441,22294205
abt-348,6795|6790|9212,
salicylaldehyde thiosemicarbazone,9682|29994,
pyrimidine derivative 30,1803,
autoantigen,8050|3553|10673,8464876|8781713|15084273
gnf-pf-4516,4088|51053|10919,
imidazopyridine and triazolopyridine compound 1,2915,
avx-470,7124,
chembl2219425,3356|3350|1813,
ehdp,632,8243271
prx-105,43,
tdr77135,3417,
hs-110,941|7184,
pyrazinamide,1559|1557|1565|7124|4353|1544|1555|1576,22931300|20941486|22151084|2832129|28389387
pmid25482888-compound-15,1803,
chembl3039517,1111,
mp-0112,7422,
chembl3545300,7075|3791|2264|2321|2260|2263|2261|2324,
carbonyl cyanide m-chlorophenylhydrazone,1576|4137|7253|367,
heterocyclic-substituted 3-alkyl azetidine derivative 3,1268,
prothymosin alpha,100|4780|3439,7798593|15657435|12579833
gsk-4112,10062|9572,23656296
chembl1689,3274|3269|147|148|151|150|152,
drometrizole,9367|4864|4780,
chembl1743023,4803,
tcmdc-124381,2237|79915|134864|5423|9682,
pyrimidine derivative 26,3356|3358|3357,
tri-substituted urea derivative 2,4914,
triiodothyronine,6866|324|1103|2516|3988|7351|4654|4908|2194|1588|6517|2026|51083|1490|2678|4842|3484|7069|5294|627,10461025|12856637|4017971|11145595|6713293|9428737|10444435|16556763|8288635|9770474|3095107|9217278|3455610|12147214|11250650|7642172|9466951|9540232|8378318|16966610
pf-00477736,7157,22713237
heteroaryl-cyclopropylamine derivative 2,1776,
chembl3544946,2642,
sj000067611,3417|51053,
pmid25772215-compound-us02014179750m1,5732,
chembl1743064,3480,
hgt-1410,6448,
abx-0401,7124,
ct84.66,1048,
cp-195543,1241,
cephalexin,10919|10257|8714|1244|8856,22166395
mgbg,4609,3528175
chembl1200517,3352,
donitriptan,3351|3352,
freunds adjuvant,10468|1356,10734405|7741265
chembl575448,3480|3643,
chembl1201061,154,
her2-specific car t cell,2064,
e-2007,2891|2890|2892|2893,
anti-cd20-car vector-transduced autologous t cells,931,
pmid30273516-compound-41,2744,
i-vation,866,
vecabrutinib,695,
nnz-2566,3479|23467,
ly2606368,1111,
indazolyl-thiadiazolamine derivative 1,9475,
us8975409 - example 13,9294,
mirvetuximab soravtansine,2348,
antazoline hydrochloride,134864|51053,
methanesulfonyl fluoride,43,
alpha -beta-dehydrocurvularin,2740|51053|4780|4286|11201|3417|79915|387129|5429|51426|6311|4088,
chembl3348923,5894|369|673,
belactosin a,5693|5696,23547757
cardiodilatin,4882|4883|4881,
pmid28350212-compound-1,51107,
doxazosin mesylate,2548|3757|51053,
coumarin-3-carboxylic acid,7253,
naloxone methiodide,58190|10919,
diclazuril,7398|7421,
gnf-pf-3947,7068,
live attenuated influenza vaccine,220972,
pyrrolo-pyrimidine derivative 11,120892,
alacizumab pego,3791,
kgp94,1514,
chembl1200938,3350|3357|3358,
pyridotriazolopyrimidine derivative 3,1268,
urapidil,3350|1559|7253|1557|10919,
pyrrolo[3 -2-c]pyridine derivative 1,4914,
campath,1043,8981930
thapsigargin,3309|2475|6311|487,
chembl1743043,933,
mmv000340,3757,
chembl797,8912|8913|8911,
nsc-638080,2237|9682|5429|11201|328|390245|2548,
chembl1724,1128|1131,
tremelimumab + medi0562,1493|7293,
chembl3545273,10800,
antimycin a,4780|7157|3028,
pmid25980951-compound-20,331|329,
poly i:c,2214|2215,15315972
tocopherol acetate,3576|367,15150308
zomepirac sodium,7421|367|51053,
pmid29757691-compound-8d,590|43,
quinazolinone derivative 3,92737,
pmid25522065-compound-22,2847,
diphenadione,7421|7398|51053|4780,
ethylnitrosourea,2539,9330624
aby-025,2064,
chembl1200898,153,
pmid28074661-compound-us20100022547c83,3614,
chembl300138,5579,
urea and carbamate bioisostere derivative 1,3615,
golodirsen,1756,
tgf-br2 mab,7048,
eupalinin a,207,17980607
chembl3707225,59341,
sb-742457,3362,23607787|24878269
sen-196,23411,
sipoglitazar,7366,22960998|23444281
chembl3039525,4233|3791,
pmid29671355-compound-61,3065|3066|9759|8841|55869|10013,
guanabenz acetate,3757,
pmid28394193-compound-52,2146,
kuc-7483,155,
propionibacterium acnes,2312|928,17684752|15902693
rontalizumab,3439,
cgp-28014,1312,
her2 inhibitor cp-724 -714,2065,24685132
pmid25991433-compound-a6,5601|5599,
n-methylformamide,2739,3480403
pmid25684022-compound-wo2010127754,5163,
p1446a-05,1019,
preclamol hydrochloride,1814,
dx-2802,4318,
chembl2108677,3455|3454,
selective bace 1 inhibitor,23621,
sulfamethoxazole / trimethoprim,10|3106|3107,26086150
tdr78109,9682|3064|4780|29994,
chembl3545017,2099,
ly3015014,255738,
chembl1908376,7421,
gdc0917,331|329|330,
kf-17837,136|135|134,
adl5747,4985,
isoxazole-based bicyclic compound 15,92737,
tetra-hydro-oxazolopyridine derivative 1,4129|2915,
hyperoside,390245|2548|10919,
lofepramine,51053|7421,
bi 2536,5347,
taxane compound,672|332,21920589|24961465
mor208,943,
silydianin,10599|11309|28234,23401473
gnf-pf-516,6607|9367|4864|6606,
equine chorionic gonadotropin,3082,16885537
pmid25726713-compound-50,6608|2475|1019|1021,
arry-380,2064,
sdz-lav-694,7275,
umbelliferone,51752|3028,
vay736,115650,
u-50488 methane sulfonate,4986|1565|1576,
sj000002502,4780|10919,
cpp -15,18,
methylnaltrexone bromide,4988|4160,
anti-mesothelin car t cells,10232,
pmid28074661-compound-us20120264760c83,3614,
cd19-ucart,930,
omp-18r5,8324,
chembl781,3064|9|6531,
chembl908,1814|1813|3356|3358,
pdc-41,5737,
tetra-hydro-naphthyridine derivative 1,2166,
nci-17383,1557|1565,
spd-465,134864,
unc1999,2146,27135738|23614352
chembl1743037,4684,
chembl325424,5054,
chembl1200541,43,
pmid25482888-compound-56,1803,
her2 car-t cells,2064,28426845|28710747|25800760|28284008
chembl237500,1803,
signal transduction inhibitors,5599|5595|3569|3558,16926049|16525725|9414133
pmid28454500-compound-3,50865,
benzodihydroisofuran derivative 3,5547,
topotecan hydrochloride,3417|7251|3091|4780|3043|5347|7398|7849|367|4297,
tcmdc-125385,2147,
lorglumide sodium,2194,
carbamide derivative 25,11343|2166,
us9187437 - 38,1903,
chembl3545276,5465,
gsk2830371,7157,25658463
pmid28048944-compound-4,6093|9475,
atf-936,846,
tryptamine,4128|3356|4129|4790|1544,
gs-9411,6337|6339|6338|6340,
ag-707,3308,
hg-6-63-01,5979,26046350
piperidine derivative 4,10280,
amg 301,117,
indazole derivative 3,3620|6999,
mecysteine hydrochloride,7421|3248|4137,
gnf-pf-3145,11201,
wst-057,1128,
hgs-tr2j,8795,
min-202,3062,
harmol hydrochloride,3028|1576,
pmid25726713-compound-30,6608,
tetranitromethane,4780|216,
zimeldine,1812,
tigapotide,4477,
pyrazole derivative 7,1268,
lt-1951,4843,
arofylline,5141,
