diseaseId,diseaseName,entrezGeneIds
C0403824,teratozoospermia,4846|5819|25945
C0036439,scoliosis - unspecified,4851|5081|10683|28514|51399|55210|84068|128869
C0344917,left ventricular outflow tract obstruction,4851
C4014970,adams-oliver syndrome 5,4851
C0008677,bronchitis - chronic,4852|7422
C2350170,unilateral nasal obstruction,4852
C2350171,bilateral nasal obstruction,4852
C0917715,hajdu-cheney syndrome,4853
C2930971,acroosteolysis dominant type,4853
C0206648,myofibromatosis,4854|5159
C0344487,lateral meningocele,4854
C0432284,infantile myofibromatosis,4854|5159
C0751587,cadasil syndrome,4854|5654
C1449626,cadasilm,4854|5654
C1851710,lateral meningocele syndrome,4854
C3809084,myofibromatosis - infantile - 2,4854
C4551768,cerebral arteriopathy - autosomal dominant - with subcortical infarcts and leukoencephalopathy - type 1,4854
C3544321,treatment-resistant schizophrenia,4855
C0268125,purine-nucleoside phosphorylase deficiency,4860
C0006309,brucellosis,4864
C0013362,dysarthria,4864|8622
C0162292,external ophthalmoplegia,4864|92667
C2231324,brucellosis - pulmonary,4864
C0687120,nephronophthisis,4867|25814|27031|27130|57728|63929|79809|84662|91147|203286|254428|261734|284086
C1846790,joubert syndrome 4 (disorder),4867|23322|65062
C1855681,nephronophthisis - familial juvenile,4867|23005|56999|57728|84662|203286|261734
C4551559,senior-loken syndrome 1,4867
C4551979,nephronophthisis 1,4867|9657
C0027721,lipoid nephrosis,4868
C0403399,finnish congenital nephrotic syndrome,4868
C1704320,glomerulonephritis - minimal change,4868
C1704321,nephrotic syndrome - minimal change,4868
C1853124,nephrotic syndrome - type 3,4868|51196
C3496337,idiopathic nephrotic syndrome,4868|7827
C3501848,nephrosis - congenital,4868|5420
C0206182,lymphomatoid papulosis,4869|7297
C1301362,primary cutaneous anaplastic large cell lymphoma,4869|7297
C2677294,atrial fibrillation - familial - 6,4878
C3810401,atrial standstill 2,4878
C1864356,acromesomelic dysplasia - maroteaux type,4882
C4014690,epiphyseal chondrodysplasia - miura type,4882
C4225399,short stature with nonspecific skeletal abnormalities,4882
C0162316,iron deficiency anemia,4891|6647|7037|164656
C2673913,anemia - hypochromic microcytic - with iron overload,4891|55240
C3806153,anemia - hypochromic microcytic - with iron overload 1,4891
C0149978,adenocarcinoma of rectum,4893
C0206729,neurofibrosarcoma,4893|5654|9644
C2750732,noonan syndrome 6,4893
C0028077,nyctalopia,4901
C1834329,retinitis pigmentosa 27,4901
C1859372,calcification of joints and arteries,4907
C2751294,glaucoma 1 - open angle - o,4909
C4225157,familial adenomatous polyposis 3,4913
C4693367,epileptic encephalopathy - early infantile - 58,4915
C4539997,deafness - autosomal recessive 108,4919
C1300267,brachydactyly syndrome type b,4920
C1849334,robinow syndrome - autosomal recessive,4920|64359
C1862112,brachydactyly - type b1,4920
C4551475,robinow syndrome - autosomal dominant 1,4920|7474
C1849011,spondylometaepiphyseal dysplasia - short limb-hand type,4921
C0028738,nystagmus,4935|5917|26090|57096
C0342684,ocular albinism - type i,4935
C3151752,nystagmus 6 - congenital - x-linked,4935
C0018425,gyrate atrophy,4942
C0268497,brown oculocutaneous albinism,4948
C0028860,oculocerebrorenal syndrome,4952
C1845167,dent disease 2,4952
C2713392,phosphatidylinositol 4 -5-bisphosphate 5-phosphatase deficiency,4952
C4305529,dent disease type 2,4952
C2752074,alpha-ketoglutarate dehydrogenase deficiency,4967
C0221061,behr syndrome,4976
C0338508,optic atrophy 1,4976|10059|80207
C1852267,optic atrophy 1 and deafness,4976
C3276549,optic atrophy with or without deafness - ophthalmoplegia - myopathy - ataxia - and neuropathy,4976
C4225163,mitochondrial dna depletion syndrome 14 (cardioencephalomyopathic type),4976
C1839576,optic atrophy 2 (disorder),4977
C0268414,hyperphosphatasemia with bone disease,4982|8792
C1845366,mental retardation - x-linked - with cerebellar hypoplasia and distinctive facial appearance,4983
C1837893,schizophrenia 12,4988
C1859311,microphthalmia - isolated - with cataract 2,4990
C1859773,microphthalmia - syndromic 3,4990|6657
C4225424,optic disc anomalies with retinal and/or macular dystrophy,4990
C4552001,meier-gorlin syndrome 1,4998
C3151097,meier-gorlin syndrome 2,5000
C1849385,rhabdomyosarcoma 1,5002
C0268542,ornithine carbamoyltransferase deficiency,5009
C0242343,panhypopituitarism,5015|5626|6658
C0265242,otocephaly,5015|5396
C1864690,microphthalmia - syndromic 5,5015
C3151440,pituitary hormone deficiency - combined - 6,5015
C0342792,succinyl-coa:3-oxoacid coa transferase deficiency,5019
C1291422,deficiency of 3-oxoacid coa-transferase,5019
C0015930,fetal distress,5020
C0043049,water intoxication,5020|10911
C1862178,cole carpenter syndrome,5034|9871
C4317154,cole-carpenter syndrome 1,5034
C2750748,chromosome 17p13.3 duplication syndrome,5048|7531
C0036323,schistosomiasis,5052|7078|11186
C1848561,methylmalonic acidemia with homocystinuria,5052|25974
C0085547,phenylketonuria - maternal,5053
C0268465,phenylketonuria ii,5053|5860
C0751434,classical phenylketonuria,5053|5860
C0751435,hyperphenylalaninaemia,5053|5860
C0751436,hyperphenylalaninemia - non-phenylketonuric,5053|5860
C2750067,plasminogen activator inhibitor-1 deficiency,5054
C4748428,intellectual developmental disorder with macrocephaly - seizures - and speech delay,5058
C0796237,mental retardation - x-linked 30,5063
C1843632,leprosy - susceptibility to - 2,5071
C4225347,pulmonary fibrosis and/or bone marrow failure - telomere-related - 4,5073
C3714942,otofaciocervical syndrome 2,5075
C0431692,bilateral renal hypoplasia,5076|5087
C1852759,papillorenal syndrome,5076
C2608080,renal hypoplasia - isolated (disorder),5076
C4014925,focal segmental glomerulosclerosis 7,5076
C0079661,klein's syndrome,5077|6591
C0599973,waardenburg anophthalmia syndrome,5077|23360|64093
C1710096,sinonasal undifferentiated carcinoma,5077|55534
C1847800,waardenburg syndrome type 1,5077|6591
C1852510,craniofacial deafness hand syndrome,5077
C2677132,maturity-onset diabetes of the young - type 9 (disorder),5078
C0003119,anophthalmos,5080|6657|30062|64220
C0152112,foster-kennedy syndrome,5080
C0155299,coloboma of optic disc,5080|6297|7855|10058|10653
C0338502,hypoplasia of the optic nerve,5080|8820
C0344516,coloboma of lens,5080|6297|7855|10058
C0549307,morning glory syndrome,5080
C1833797,optic nerve hypoplasia - bilateral,5080
C1835698,keratitis - hereditary,5080
C1852767,hereditary macular coloboma,5080|6297|7855|10058|64802
C2931644,o'donnell pappas syndrome,5080
C3805604,foveal hypoplasia 1,5080
C1970291,tooth agenesis - selective - 3,5083
C4539968,congenital anomalies of kidney and urinary tract syndrome with or without hearing loss - abnormal ears - or developmental delay,5087
C0034341,pyruvate carboxylase deficiency disease,5091
C1849700,hyperphenylalaninemia with primapterinuria,5092
C0268579,propionic acidemia,5095|5096|6584
C2717876,propionicaciduria,5095|5096
C0268194,phosphoenolpyruvate carboxykinase deficiency,5105|5106
C2931278,phosphoenolpyruvate carboxykinase 2 deficiency,5106
C4014676,ataxia-telangiectasia-like disorder 2,5111
C0432246,microcephalic osteodysplastic primordial dwarfism - type ii,5116
C1847572,seckel syndrome 2,5116|5932
C3554209,congenital pontocerebellar hypoplasia type 8,5119
C1833053,proprotein convertase 1 3 deficiency,5122
C0003466,anus - imperforate,5125|64641
C0040588,tracheoesophageal fistula,5125
C0344490,sacral agenesis,5125|6862|7547|57216|80199|81839|392255
C0431415,lumbosacral agenesis,5125|81839
C1838568,sacral defect and anterior sacral meningocele,5125|81839
C1837073,spondylometaphyseal dysplasia with cone-rod dystrophy,5130
C4748334,deafness - autosomal dominant 74,5137
C1862170,brachydactyly with hypertension,5139
C0220659,acrodysostosis,5144|5573
C3276228,acrodysostosis 1 with or without hormone resistance,5144|5573
C3553250,acrodysostosis 2 with or without hormone resistance,5144|5573
C4721502,peripheral dysostosis,5144|5573
C3151139,retinitis pigmentosa 43,5145
C2751308,cone dystrophy 4 (disorder),5146
C2745997,orofaciodigital syndrome vi,5147|9851|26123|51259|65250|317662|374654
C3810278,joubert syndrome 22,5147
C3150821,retinitis pigmentosa 57,5148
C1864900,retinal cone dystrophy 3a,5149
C0206647,dermatofibrosarcoma,5155
C0334454,dermatofibrosarcoma protuberans - myxoid,5155
C0334464,pigmented dermatofibrosarcoma protuberans (bednar tumor),5155
C0393590,fahr's syndrome (disorder),5155|5159|6575|9213|57462
C3665732,metastatic dermatofibrosarcoma protuberans,5155
C3693482,giant cell fibroblastoma,5155
C3809645,basal ganglia calcification - idiopathic - 5,5155
C4551624,idiopathic basal ganglia calcification 1,5155|5159|6575
C0206141,idiopathic hypereosinophilic syndrome,5156|81608
C0206142,eosinophilic leukemia,5156|81608
C0206143,loeffler's endocarditis,5156|81608
C0346421,chronic eosinophilic leukemia,5156|81608
C4545381,myeloid and/or lymphoid neoplasm associated with platelet derived growth factor receptor alpha rearrangement,5156
C1876182,night blindness - congenital stationary - autosomal dominant 2,5158
C3151107,retinitis pigmentosa 40 (disorder),5158
C1333046,myeloproliferative neoplasm - unclassifiable,5159
C1851585,myeloproliferative disorder - chronic - with eosinophilia,5159
C1866182,penttinen-aula syndrome,5159
C3472621,myeloid neoplasm with beta-type platelet-derived growth factor receptor gene rearrangement,5159
C3554321,basal ganglia calcification - idiopathic - 4,5159
C4225270,kosaki overgrowth syndrome,5159
C4551572,myofibromatosis - infantile - 1,5159
C0034350,pyruvate metabolism - inborn errors,5160
C0751595,juvenile pyruvate dehydrogenase complex deficiency disease,5160|5162
C0751596,pyruvate dehydrogenase complex deficiency disease - neonatal,5160|5162
C0751597,ataxia with lactic acidosis - type i,5160|5162
C1839413,pyruvate dehydrogenase e1 alpha deficiency,5160|9361
C3279841,pyruvate dehydrogenase e1-beta deficiency,5162
C3806702,charcot-marie-tooth disease - x-linked dominant - 6,5165
C1865343,ossification of the posterior longitudinal ligament of spine,5167
C2750078,hypophosphatemic rickets - autosomal recessive - 2,5167
C3809781,cole disease,5167
C4551985,arterial calcification - generalized - of infancy - 1,5167
C0151516,thyroid hypoplasia,5172|7253|7849
C0395941,mondini defect,5172
C1853250,spinocerebellar ataxia 23,5173
C3279564,osteogenesis imperfecta - type vi,5176
C0268532,deficiency of prolidase,5184
C1856186,deafness enamel hypoplasia nail defects,5189|5190|55670
C3550234,peroxisome biogenesis disorder 2b,5189|5192|5194|5830|55670
C3550693,peroxisome biogenesis disorder 3b,5189|5193|5828|5830|55670
C4551980,heimler syndrome 1,5189
C4721541,peroxisome biogenesis disorder 1a (zellweger),5189|5190|5192|5193|5195|5824|5828|5830|8504|9409|55670
C1849094,spinocerebellar ataxia - autosomal recessive 3,5190|79581
C3553936,peroxisome biogenesis disorder 4a (zellweger),5190
C3553937,peroxisome biogenesis disorder 4b,5190
C4225267,heimler syndrome 2,5190
C0034960,refsum disease,5191|5264
C0282529,chondrodysplasia punctata - rhizomelic,5191|8443|8540
C1720802,refsum disease - phytanoyl-coa hydroxylase deficiency,5191|5264
C1859133,rhizomelic chondrodysplasia punctata - type 1,5191
C2749346,refsum disease - adult - 2,5191
C3553947,peroxisome biogenesis disorder 6a (zellweger),5192
C3553948,peroxisome biogenesis disorder 6b,5192
C3553929,peroxisome biogenesis disorder 3a (zellweger),5193
C3554000,peroxisome biogenesis disorder 11a (zellweger),5194
C3554001,peroxisome biogenesis disorder 11b,5194
C3554004,peroxisome biogenesis disorder 13a (zellweger),5195
C0398762,properdin deficiency disease,5199
C1839454,properdin deficiency - x-linked,5199
C0268312,progressive intrahepatic cholestasis (disorder),5205|5244|8647
C3489728,familial intrahepatic cholestasis of pregnancy,5205|5244|7124|7412
C3549845,cholestasis - intrahepatic - of pregnancy - 1,5205
C4551899,cholestasis - benign recurrent intrahepatic 1,5205|5244|8647
C0017926,glycogen storage disease type vii,5213
C3553719,amyotrophic lateral sclerosis 18,5216
C0014868,esophagitis,5222|6648|7442
C0268149,glycogen storage disease type x,5224
C0684324,deficiency of phosphoglycerate kinase,5230
C1970848,phosphoglycerate kinase 1 deficiency,5230
C2752015,glycogen storage disease xiv,5236
C3808991,ngly1 deficiency,5236|55768
C4014371,immunodeficiency 23,5238
C1849699,progesterone resistance,5241
C2677101,inflammatory bowel disease 13,5243
C0008350,cholelithiasis,5244|374569
C0022354,jaundice - obstructive,5244
C0947622,cholecystolithiasis,5244
C1865643,cholestasis - progressive familial intrahepatic 3,5244
C2609268,low phospholipid-associated cholelithiasis,5244
C3554241,cholestasis - intrahepatic - of pregnancy 3,5244
C1835845,mitochondrial phosphate carrier deficiency,5250
C0027709,nephrocalcinosis,5251|5443|10861
C1845151,glycogen storage disease - type ixd,5255|5260
C2751643,glycogen storage disease ixc,5256|5261
C3694531,glycogen storage disease ixa1,5256
C0543514,glycogen storage disease ixb,5257
C0030328,panniculitis - nodular nonsuppurative,5265
C0039841,thiamine deficiency,5265
C0221757,alpha 1-antitrypsin deficiency,5265
C3150704,deafness - autosomal recessive 91,5269
C4310710,peeling skin syndrome 5,5271
C1858680,familial encephalopathy with neuroserpin inclusion bodies,5274
C0019050,hemoglobinuria - paroxysmal,5277|51604
C0086774,cold paroxysmal hemoglobinuria,5277|51604
C3275508,multiple congenital anomalies-hypotonia-seizures syndrome 2,5277
C3806670,paroxysmal nocturnal hemoglobinuria 1,5277
C4751570,ferro-cerebro-cutaneous syndrome,5277
C4540521,glycosylphosphatidylinositol biosynthesis defect 16,5279
C4747891,glycosylphosphatidylinositol biosynthesis defect 17,5283
C0265552,congenital macrodactylia,5290
C0341823,epithelial tumor of ovary,5290
C1865285,megalencephaly cutis marmorata telangiectatica congenita,5290
C2751313,clapo syndrome,5290
C2752042,congenital lipomatous overgrowth - vascular malformations - and epidermal nevi,5290
C3554518,cowden syndrome 5,5290
C0034186,pyelonephritis,5292
C1704315,pyelonephritis acute necrotizing,5292
C2750068,roifman-chitayat syndrome,5293|90417
C3714976,activated pi3k-delta syndrome,5293|5295|5728
C0878684,short syndrome,5295
C3554689,agammaglobulinemia 7 - autosomal recessive,5295
C4014934,immunodeficiency 36,5295
C4225295,polymicrogyria - perisylvian - with cerebellar hypoplasia and arthrogryposis,5297
C1851100,laurin-sandrow syndrome,5307|64327
C1861313,synostosis - carpal - with dysplastic elbow joints and brachydactyly,5307|9555
C1842031,iridogoniodysgenesis - type 2,5308
C1867155,ring dermoid of cornea,5308
C1864567,cataract - posterior polar - 4 (disorder),5309
C1970386,cataract - posterior polar - 4 - with microphthalmia and neurodevelopmental abnormalities,5309
C0010709,cyst,5310|201163
C1567435,polycystic kidney - body part,5310|5589|11231|54903|169792
C1838327,polycystic kidneys - severe infantile with tuberous sclerosis,5310|7249
C3149841,polycystic kidney disease 1,5310
C0340968,deficiency of pyruvate kinase,5313
C1863224,adenosine triphosphate - elevated - of erythrocytes,5313
C0162510,caroli disease,5314
C1833541,caroli disease isolated,5314
C1836906,arrhythmogenic right ventricular dysplasia - familial - 9,5318
C4016672,phospholipase a2 - group iv a - deficiency of,5321
C4302263,cryptogenic multifocal ulcerous stenosing enteritis,5321
C1856718,fleck retina - familial benign,5322
C0334475,lipoblastomatosis,5324
C1260965,lipoblastoma,5324
C1519176,salivary gland pleomorphic adenoma,5324|8091
C4749378,paternal uniparental disomy of chromosome 6,5325|57061
C0007177,cardiac tamponade,5327
C0007781,intracranial embolism and thrombosis,5327|5328
C0025309,meningoencephalitis,5327
C0031039,pericardial effusion,5327|5743
C0037926,compression of spinal cord,5327|6347|7124
C0085307,embolism and thrombosis,5327
C0149649,cholesterol embolism,5327|5328
C0242426,chylopericardium,5327|5743
C0265110,cerebral vasospasm,5327|6271|6275|6277|6285
C0423682,low back pain - mechanical,5327|6678
C0742803,conus medullaris syndrome,5327|6347|7124
C0751895,vasospasm - intracranial,5327|6271|6275|6277|6285
C0877855,cerebral embolism and thrombosis,5327|5328
C0936247,brain embolism and thrombosis,5327|5328
C2676721,thrombophilia - familial - due to decreased release of tissue plasminogen activator,5327
C0018814,heart rupture - post-infarction,5328
C1866423,quebec platelet disorder,5328
C3553404,auriculocondylar syndrome 2,5332
C3280914,familial cold autoinflammatory syndrome 3,5336
C3553961,autoinflammation - antibody deficiency - and immune dysregulation - plcg2-associated,5336
C4722480,plcg2-associated antibody deficiency and immune dysregulation,5336
C1859330,cardiac valvular defect - developmental,5337
C0276357,swine influenza,5338
C0022972,lambert-eaton myasthenic syndrome,5339|9581
C0432317,epidermolysis bullosa simplex - ogna type,5339
C0549225,myasthenic syndrome,5339|9581
C2931072,epidermolysa bullosa simplex and limb girdle muscular dystrophy,5339
C3150989,muscular dystrophy - limb-girdle - type 2q,5339
C4225309,epidermolysis bullosa simplex with nail dystrophy,5339
C0398621,hypoplasminogenemia,5340
C1274789,ligneous conjunctivitis,5340
C1968804,plasminogen deficiency - type i,5340
C2752081,alpha-2-plasmin inhibitor deficiency,5345
C3489734,anti-plasmin deficiency - congenital,5345
C3151268,lipodystrophy - familial partial - type 4,5346
C1835928,cardiomyopathy - dilated - 1p,5350
C3151265,cardiomyopathy - familial hypertrophic - 18,5350
C0268342,ehlers-danlos syndrome type 6,5351|55033
C2936777,nevo syndrome (disorder),5351
C4551497,ehlers-danlos syndrome kyphoscoliotic type,5351
C0432253,bruck syndrome,5352|60681
C1836602,bruck syndrome 2,5352|60681
C1850168,bruck syndrome 1,5352|60681
C1839264,spastic paraplegia 2 - x-linked (disorder),5354
C0349653,congenital disorder of glycosylation type 1a,5373
C4748940,charcot-marie-tooth disease - demyelinating - type 1g,5375
C0018378,guillain-barre syndrome,5376
C0034372,quadriplegia,5376|6904
C0338478,idiopathic myoclonic epilepsy,5376|5443|6323|6335|6812|9693|27327|401474
C0338479,symptomatic myoclonic epilepsy,5376|5443|6323|6335|6812|9693|27327|401474
C0393695,early childhood epilepsy - myoclonic,5376|5443|6323|6335|6812|9693|27327|401474
C0393703,myoclonic absence epilepsy,5376|5443|6323|6335|6812|9693|27327|401474
C0393814,hereditary liability to pressure palsies,5376
C0426970,spastic quadriplegia,5376|6904
C0438414,myoclonic encephalopathy,5376|5443|6323|6335|6812|9693|27327|401474
C0751120,benign infantile myoclonic epilepsy,5376|5443|6323|6335|6812|9693|27327|401474
C0917800,epilepsy - myoclonic - infantile,5376|5443|6323|6335|6812|9693|10815|27327|57465|401474
C3495591,charcot-marie-tooth disease - demyelinating - type 1e,5376
C3542501,acute infective polyneuritis,5376
C4083008,guillain-barre syndrome - familial,5376
C4551910,acute inflammatory demyelinating polyneuropathy,5376
C1843504,pontocerebellar hypoplasia type 1,5393|7443|11340|51010|57038|283989
C4748058,pontocerebellar hypoplasia - type 1d,5393
C0751588,benign supratentorial neoplasms,5395
C0751589,cancer - supratentorial,5395
C0751590,primary supratentorial neoplasms,5395
C1838333,colorectal cancer - hereditary nonpolyposis - type 4,5395
C0035353,congenital retrognathism,5396
C3494422,retrognathia,5396
C3494424,maxillary retrusion,5396
C3494426,mandibular retrusion,5396
C3280527,pancreatic lipase deficiency,5406
C4510873,atypical juvenile parkinsonism,5420|8867|9829
C1845050,pigmentary disorder - reticulate - with systemic manifestations,5422
C0023787,lipodystrophy,5424|10038|10269|10555|26580
C2675481,colorectal cancer - susceptibility to - 10,5424
C3715192,andibular hypoplasia - deafness - progeroid features - and lipodystrophy syndrome,5424
C3554460,colorectal cancer - susceptibility to - 12,5426
C3554576,facial dysmorphism - immunodeficiency - livedo - and short stature,5426
C0004712,balo's concentric sclerosis,5428
C0007795,diffuse cerebral sclerosis of schilder,5428
C0205710,alpers syndrome (disorder),5428|25973
C1843851,sensory ataxic neuropathy - dysarthria - and ophthalmoparesis,5428|56652
C1843852,spinocerebellar ataxia with epilepsy,5428
C1850303,progressive external ophthalmoplegia with mitochondrial dna deletions - autosomal recessive,5428|7084
C3150914,mitochondrial dna depletion syndrome 4b (mngie type),5428
C4225153,progressive external ophthalmoplegia with mitochondrial dna deletions - autosomal recessive 1,5428
C0432328,xeroderma pigmentosum - variant form,5429
C1848410,xeroderma pigmentosum - variant type,5429
C0001231,acth syndrome - ectopic,5443
C0003868,arthritis - gouty,5443
C0007789,cerebral palsy,5443
C0015469,facial paralysis,5443
C0023882,little's disease,5443
C0035411,rhabdomyoma,5443
C0154695,diplegic infantile cerebral palsy,5443
C0154697,cerebral palsy - quadriplegic - infantile,5443
C0154698,monoplegic infantile cerebral palsy,5443
C0221406,pituitary-dependent cushing's disease,5443|5468|9049|9101|64072
C0270742,athetoid cerebral palsy,5443
C0270807,monoplegic cerebral palsy,5443
C0338596,spastic cerebral palsy,5443
C0340375,subaortic stenosis,5443
C0393626,opsoclonus-myoclonus syndrome,5443
C0394003,cerebral palsy - dystonic-rigid,5443
C0394007,cerebral palsy - atonic,5443
C0553730,calcium pyrophosphate deposition disease,5443|56172
C0553767,congenital cerebral palsy,5443
C0574960,sacroiliitis,5443
C0751024,cerebral palsy - mixed,5443
C0751025,cerebral palsy - rolandic type,5443
C0751220,inappropriate acth secretion syndrome,5443|5468|9101
C1096154,kinsbourne syndrome,5443
C1721017,paraneoplastic opsoclonus-myoclonus ataxia,5443
C1857854,proopiomelanocortin deficiency,5443
C2936444,pyogenic sacroiliitis,5443
C2936445,septic sacroiliitis,5443
C0019112,hemorrhoids,5444
C0282550,persian gulf syndrome,5444
C2674665,microvascular complications of diabetes - susceptibility to - 5 (finding),5444
C3150099,antley-bixler syndrome with genital anomalies and disordered steroidogenesis,5447
C0013338,pituitary dwarfism,5449|55599
C1865366,deafness - autosomal dominant 15,5459
C2931618,gestational trophoblastic disease,5460
C2930930,abdominal obesity metabolic syndrome,5465
C1836302,carotid intimal medial thickness 1,5468
C0268233,galactosialidosis,5476
C1850169,osteogenesis imperfecta - type ix (disorder),5479
C1848030,hypotonia-cystinuria syndrome,5495|6519|9581|79823
C4304537,2p21 microdeletion syndrome,5495|6519|9581|79823
C4479577,noonan syndrome-like disorder with loose anagen hair 2,5500
C3544205,ovarian clear cell carcinoma,5518|6788|8289
C4225352,mental retardation - autosomal dominant 36,5518
C0338106,adenocarcinoma of colon,5519|8438
C1858501,spinocerebellar ataxia 12,5521
C4225354,mental retardation - autosomal dominant 35,5528
C4540199,epileptic encephalopathy - infantile or early childhood - 1,5530
C4748872,arthrogryposis - cleft palate - craniosynostosis - and impaired intellectual development,5530
C1850451,ceroid lipofuscinosis - neuronal - 1,5538
C0002624,retrograde amnesia,5550
C1863727,hemophagocytic lymphohistiocytosis - familial - 2,5551
C4751597,fatal post-viral neurodegenerative disorder,5551
C4014425,pigmented nodular adrenocortical disease - primary - 4,5566
C4304832,primary pigmented nodular adrenocortical disease,5566|5573|8622|50940
C0009777,conn adenoma,5567
C4015405,bleeding disorder - platelet-type - 19,5568
C0027149,myxoma,5573
C0406810,carney complex,5573
C1850635,atrial myxoma - familial,5573
C1854540,carney complex - type 2,5573
C1864846,pigmented nodular adrenocortical disease - primary - 1 (disorder),5573
C2607929,carney complex - type 1,5573
C2931787,intracardiac myxoma,5573
C4751505,prkar1b-related neurodegenerative dementia with intermediate filaments,5575
C3809928,autoimmune lymphoproliferative syndrome - type iii,5580
C1854369,spinocerebellar ataxia 14,5582|6712
C4479250,congenital heart defects and ectodermal dysplasia,5587
C4014833,immunodeficiency 26 with or without neurologic abnormalities,5591
C3809513,aortic aneurysm - familial thoracic 8,5592
C3807541,macrocephaly and epileptic encephalopathy,5602
C3809006,cardiofaciocutaneous syndrome 3,5604
C3809007,cardiofaciocutaneous syndrome 4,5605
C4015436,ataxia - combined cerebellar and peripheral - with hearing loss and diabetes mellitus,5611
C0018418,gynecomastia,5617
C1449720,adolescent gynecomastia,5617
C1449721,infant gynecomastia,5617
C3665358,galactorrhea,5617
C3809918,multiple fibroadenomas of the breast,5618
C0017495,gerstmann-straussler-scheinker disease,5621
C0022802,kuru,5621
C0036457,scrapie,5621|6647|22926
C0206042,fatal familial insomnia,5621
C0751645,human transmissible spongiform encephalopathies - inherited,5621
C1847650,spongiform encephalopathy with neuropsychiatric features,5621
C1852467,creutzfeldt-jakob disease - sporadic,5621
C1864112,huntington disease-like 1,5621
C4303482,familial alzheimer-like prion disease,5621
C0085650,purpura fulminans,5624
C0398625,protein c deficiency,5624
C2674321,thrombophilia - hereditary - due to protein c deficiency - autosomal dominant,5624
C2676759,thrombophilia due to protein c deficiency - autosomal recessive,5624
C2930896,congenital thrombotic disease - due to protein c deficiency,5624
C0268529,proline dehydrogenase deficiency,5625
C1833247,schizophrenia 4 (disorder),5625
C0878683,pituitary dwarfism type 3,5626
C0242666,protein s deficiency,5627
C0600433,activated protein c resistance,5627|7035
C3278211,thrombophilia due to protein s deficiency - autosomal dominant,5627
C3281092,thrombophilia due to protein s deficiency - autosomal recessive,5627
C3502051,thrombophilia - hereditary - due to protein s deficiency - autosomal recessive,5627
C3502052,thrombophilia - hereditary - due to protein s deficiency - autosomal dominant,5627
C0796028,ataxia - fatal x-linked - with deafness and loss of vision,5631
C1839566,charcot-marie-tooth disease - x-linked recessive - 5,5631
C1844677,deafness - x-linked 1 (disorder),5631
C1970827,phosphoribosylpyrophosphate synthetase superactivity,5631
C0268417,pancreatic trypsinogen deficiency,5644
C0796032,malpuech facial clefting syndrome,5648|10584|78989
C0796059,oculopalatoskeletal syndrome,5648|78989
C0796279,carnevale syndrome,5648|78989
C4303860,craniofacial ulnar renal syndrome,5648|10584|78989
C0796089,lissencephaly syndrome - norman-roberts type,5649
C1838062,autosomal dominant lateral temporal lobe epilepsy,5649|9211|9681
C4225327,epilepsy - familial temporal lobe - 7,5649
C4551957,epilepsy - familial temporal lobe 1,5649|9211|64780
C0268416,enterokinase deficiency,5651
C0158266,intervertebral disc degeneration,5654|6678|7040
C1838577,cerebral autosomal recessive arteriopathy with subcortical infarcts and leukoencephalopathy,5654
C1857813,macular degeneration - age-related - 7,5654
C4225211,cerebral arteriopathy - autosomal dominant - with subcortical infarcts and leukoencephalopathy - type 2,5654
C0268262,metachromatic leukodystrophy due to saposin b deficiency,5660
C1864651,gaucher disease - atypical - due to saposin c deficiency,5660
C2673266,krabbe disease - atypical - due to saposin a deficiency,5660
C2673635,combined saposin deficiency,5660
C1840560,hidradenitis suppurativa - familial,5663|23385|55851
C1843013,alzheimer disease - familial - type 3,5663
C1843015,alzheimer disease - familial - 3 - with spastic paraparesis and apraxia,5663
C3151038,acne inversa - familial - 3,5663
C3160720,cardiomyopathy - dilated - 1u,5663
C3150958,cardiomyopathy - dilated - 1v,5664
C1850568,nakajo syndrome,5696|5698
C4746851,proteasome-associated autoinflammatory syndrome 1,5696
C4747850,proteasome-associated autoinflammatory syndrome 3,5698
C4479599,stankiewicz-isidor syndrome,5718
C1291463,deficiency of phosphoserine phosphatase,5723
C4551478,neu-laxova syndrome 1,5723|26227|29968
C1834038,schilbach-rott syndrome,5727
C1835820,holoprosencephaly 7,5727
C2751544,basal cell carcinoma - susceptibility to - 1,5727|5921
C3151617,anterior segment dysgenesis 7,5727|7837|220202
C3711390,9q22.3 microdeletion,5727
C0003081,anisometropia,5728
C0023798,lipoma,5728|8314|201163
C0023801,lipomatosis,5728
C0205822,hibernoma,5728|8314
C0205823,pleomorphic lipoma,5728|8314
C1266181,dysplastic gangliocytoma of cerebellum (lhermitte-duclos),5728
C1835047,melanoma - cutaneous malignant - 1,5728
C1854416,macrocephaly/autism syndrome,5728|220296
C2751642,glioma susceptibility 2,5728
C3489413,lipomatosis - multiple,5728|8314
C1846534,asthma-related traits - susceptibility to - 1,5729
C1859648,asthma - nasal polyps - and aspirin intolerance,5732|30009
C0030804,pemphigoid - benign mucous membrane,5733
C1282359,ocular cicatricial pemphigoid,5733
C0020492,hyperostosis,5741
C0751505,insufficient sleep syndrome,5742
C2751535,prostaglandin-endoperoxide synthase 1 deficiency - platelet,5742
C0005694,bladder neck obstruction,5743
C0023532,leukoplakia - oral,5743|79651
C0339143,thyroid associated opthalmopathies,5743|6319
C0376323,congestive ophthalmopathy,5743|6319
C0878500,intraepithelial neoplasia,5743
